geo_code,geo_level,area,sex,literacy,total
638,district,Urban,Male,Literate,0
639,district,Rural,Male,Literate,42056
639,district,Urban,Male,Literate,1130
640,district,Rural,Male,Literate,42507
640,district,Urban,Male,Literate,63287
1,state,Rural,Female,Literate,1856201
1,state,Urban,Female,Literate,946361
1,district,Rural,Female,Literate,136213
1,district,Urban,Female,Literate,20618
2,district,Rural,Female,Literate,107624
2,district,Urban,Female,Literate,20284
3,district,Rural,Female,Literate,20727
3,district,Urban,Female,Literate,10209
4,district,Rural,Female,Literate,26222
4,district,Urban,Female,Literate,3713
5,district,Rural,Female,Literate,86825
5,district,Urban,Female,Literate,11566
6,district,Rural,Female,Literate,127097
6,district,Urban,Female,Literate,12543
7,district,Rural,Female,Literate,130489
7,district,Urban,Female,Literate,30216
8,district,Rural,Female,Literate,162313
8,district,Urban,Female,Literate,45666
9,district,Rural,Female,Literate,54954
9,district,Urban,Female,Literate,13967
10,district,Rural,Female,Literate,3116
10,district,Urban,Female,Literate,313722
11,district,Rural,Female,Literate,42596
11,district,Urban,Female,Literate,10099
12,district,Rural,Female,Literate,97950
12,district,Urban,Female,Literate,17682
13,district,Rural,Female,Literate,51990
13,district,Urban,Female,Literate,4155
14,district,Rural,Female,Literate,150846
14,district,Urban,Female,Literate,70269
15,district,Rural,Female,Literate,65869
15,district,Urban,Female,Literate,18164
16,district,Rural,Female,Literate,70731
16,district,Urban,Female,Literate,9732
17,district,Rural,Female,Literate,37842
17,district,Urban,Female,Literate,3285
18,district,Rural,Female,Literate,34178
18,district,Urban,Female,Literate,4628
19,district,Rural,Female,Literate,92816
19,district,Urban,Female,Literate,31995
20,district,Rural,Female,Literate,48826
20,district,Urban,Female,Literate,7779
21,district,Rural,Female,Literate,226681
21,district,Urban,Female,Literate,268538
22,district,Rural,Female,Literate,80296
22,district,Urban,Female,Literate,17531
2,state,Rural,Female,Literate,2033915
2,state,Urban,Female,Literate,253231
23,district,Rural,Female,Literate,124412
23,district,Urban,Female,Literate,13366
24,district,Rural,Female,Literate,513878
24,district,Urban,Female,Literate,32319
25,district,Rural,Female,Literate,8948
25,district,Urban,Female,Literate,0
26,district,Rural,Female,Literate,118474
26,district,Urban,Female,Literate,14648
27,district,Rural,Female,Literate,305193
27,district,Urban,Female,Literate,24885
28,district,Rural,Female,Literate,165236
28,district,Urban,Female,Literate,12300
29,district,Rural,Female,Literate,170505
29,district,Urban,Female,Literate,15929
30,district,Rural,Female,Literate,122329
30,district,Urban,Female,Literate,9692
31,district,Rural,Female,Literate,150863
31,district,Urban,Female,Literate,33343
32,district,Rural,Female,Literate,135825
32,district,Urban,Female,Literate,21203
33,district,Rural,Female,Literate,194250
33,district,Urban,Female,Literate,75546
34,district,Rural,Female,Literate,24002
34,district,Urban,Female,Literate,0
3,state,Rural,Female,Literate,4838850
3,state,Urban,Female,Literate,3432231
35,district,Rural,Female,Literate,499685
35,district,Urban,Female,Literate,227374
36,district,Rural,Female,Literate,163857
36,district,Urban,Female,Literate,96456
37,district,Rural,Female,Literate,335267
37,district,Urban,Female,Literate,404689
38,district,Rural,Female,Literate,439203
38,district,Urban,Female,Literate,122569
39,district,Rural,Female,Literate,156983
39,district,Urban,Female,Literate,42321
40,district,Rural,Female,Literate,127418
40,district,Urban,Female,Literate,59919
41,district,Rural,Female,Literate,444773
41,district,Urban,Female,Literate,687104
42,district,Rural,Female,Literate,207278
42,district,Urban,Female,Literate,72062
43,district,Rural,Female,Literate,351358
43,district,Urban,Female,Literate,169083
44,district,Rural,Female,Literate,150228
44,district,Urban,Female,Literate,74219
45,district,Rural,Female,Literate,99499
45,district,Urban,Female,Literate,66019
46,district,Rural,Female,Literate,205660
46,district,Urban,Female,Literate,150947
47,district,Rural,Female,Literate,131141
47,district,Urban,Female,Literate,48382
48,district,Rural,Female,Literate,295398
48,district,Urban,Female,Literate,260341
49,district,Rural,Female,Literate,303412
49,district,Urban,Female,Literate,448377
50,district,Rural,Female,Literate,246948
50,district,Urban,Female,Literate,42787
51,district,Rural,Female,Literate,161546
51,district,Urban,Female,Literate,62651
52,district,Rural,Female,Literate,135036
52,district,Urban,Female,Literate,191595
53,district,Rural,Female,Literate,281270
53,district,Urban,Female,Literate,150394
54,district,Rural,Female,Literate,102890
54,district,Urban,Female,Literate,54942
4,state,Rural,Female,Literate,7209
4,state,Urban,Female,Literate,332883
55,district,Rural,Female,Literate,7209
55,district,Urban,Female,Literate,332883
5,state,Rural,Female,Literate,2017879
5,state,Urban,Female,Literate,999366
56,district,Rural,Female,Literate,78814
56,district,Urban,Female,Literate,8075
57,district,Rural,Female,Literate,105432
57,district,Urban,Female,Literate,19729
58,district,Rural,Female,Literate,76091
58,district,Urban,Female,Literate,3039
59,district,Rural,Female,Literate,157420
59,district,Urban,Female,Literate,23168
60,district,Rural,Female,Literate,225454
60,district,Urban,Female,Literate,331836
61,district,Rural,Female,Literate,191203
61,district,Urban,Female,Literate,41538
62,district,Rural,Female,Literate,129527
62,district,Urban,Female,Literate,26400
63,district,Rural,Female,Literate,78578
63,district,Urban,Female,Literate,3359
64,district,Rural,Female,Literate,181270
64,district,Urban,Female,Literate,23623
65,district,Rural,Female,Literate,63531
65,district,Urban,Female,Literate,12180
66,district,Rural,Female,Literate,183716
66,district,Urban,Female,Literate,127005
67,district,Rural,Female,Literate,273280
67,district,Urban,Female,Literate,166034
68,district,Rural,Female,Literate,273563
68,district,Urban,Female,Literate,213380
6,state,Rural,Female,Literate,4018343
6,state,Urban,Female,Literate,2786578
69,district,Rural,Female,Literate,67501
69,district,Urban,Female,Literate,107955
70,district,Rural,Female,Literate,182360
70,district,Urban,Female,Literate,174377
71,district,Rural,Female,Literate,200980
71,district,Urban,Female,Literate,156684
72,district,Rural,Female,Literate,184384
72,district,Urban,Female,Literate,91681
73,district,Rural,Female,Literate,192157
73,district,Urban,Female,Literate,68590
74,district,Rural,Female,Literate,266997
74,district,Urban,Female,Literate,146500
75,district,Rural,Female,Literate,159230
75,district,Urban,Female,Literate,163233
76,district,Rural,Female,Literate,265029
76,district,Urban,Female,Literate,143406
77,district,Rural,Female,Literate,239748
77,district,Urban,Female,Literate,90961
78,district,Rural,Female,Literate,175717
78,district,Urban,Female,Literate,54390
79,district,Rural,Female,Literate,227645
79,district,Urban,Female,Literate,98284
80,district,Rural,Female,Literate,275770
80,district,Urban,Female,Literate,168341
81,district,Rural,Female,Literate,328399
81,district,Urban,Female,Literate,98314
82,district,Rural,Female,Literate,163817
82,district,Urban,Female,Literate,147740
83,district,Rural,Female,Literate,199622
83,district,Urban,Female,Literate,76989
84,district,Rural,Female,Literate,208701
84,district,Urban,Female,Literate,41114
85,district,Rural,Female,Literate,187894
85,district,Urban,Female,Literate,73600
86,district,Rural,Female,Literate,131799
86,district,Urban,Female,Literate,340651
87,district,Rural,Female,Literate,118663
87,district,Urban,Female,Literate,27799
88,district,Rural,Female,Literate,87305
88,district,Urban,Female,Literate,450494
89,district,Rural,Female,Literate,154625
89,district,Urban,Female,Literate,65475
7,state,Rural,Female,Literate,122273
7,state,Urban,Female,Literate,5420638
90,district,Rural,Female,Literate,60284
90,district,Urban,Female,Literate,1105619
91,district,Rural,Female,Literate,5540
91,district,Urban,Female,Literate,294362
92,district,Rural,Female,Literate,5950
92,district,Urban,Female,Literate,693157
93,district,Rural,Female,Literate,1403
93,district,Urban,Female,Literate,603213
94,district,Rural,Female,Literate,0
94,district,Urban,Female,Literate,48501
95,district,Rural,Female,Literate,0
95,district,Urban,Female,Literate,201842
96,district,Rural,Female,Literate,1885
96,district,Urban,Female,Literate,865361
97,district,Rural,Female,Literate,44111
97,district,Urban,Female,Literate,718317
98,district,Rural,Female,Literate,3100
98,district,Urban,Female,Literate,890266
8,state,Rural,Female,Literate,9567197
8,state,Urban,Female,Literate,5019673
99,district,Rural,Female,Literate,324437
99,district,Urban,Female,Literate,157998
100,district,Rural,Female,Literate,312297
100,district,Urban,Female,Literate,97558
101,district,Rural,Female,Literate,267286
101,district,Urban,Female,Literate,229116
102,district,Rural,Female,Literate,305243
102,district,Urban,Female,Literate,147297
103,district,Rural,Female,Literate,420877
103,district,Urban,Female,Literate,133649
104,district,Rural,Female,Literate,624268
104,district,Urban,Female,Literate,198379
105,district,Rural,Female,Literate,398360
105,district,Urban,Female,Literate,138599
106,district,Rural,Female,Literate,186099
106,district,Urban,Female,Literate,61278
107,district,Rural,Female,Literate,221611
107,district,Urban,Female,Literate,52334
108,district,Rural,Female,Literate,181379
108,district,Urban,Female,Literate,74185
109,district,Rural,Female,Literate,283045
109,district,Urban,Female,Literate,58071
110,district,Rural,Female,Literate,665271
110,district,Urban,Female,Literate,1080901
111,district,Rural,Female,Literate,486052
111,district,Urban,Female,Literate,170790
112,district,Rural,Female,Literate,500184
112,district,Urban,Female,Literate,155690
113,district,Rural,Female,Literate,392641
113,district,Urban,Female,Literate,373138
114,district,Rural,Female,Literate,75936
114,district,Urban,Female,Literate,22302
115,district,Rural,Female,Literate,355790
115,district,Urban,Female,Literate,49071
116,district,Rural,Female,Literate,250268
116,district,Urban,Female,Literate,35391
117,district,Rural,Female,Literate,108896
117,district,Urban,Female,Literate,58010
118,district,Rural,Female,Literate,294891
118,district,Urban,Female,Literate,123421
119,district,Rural,Female,Literate,263252
119,district,Urban,Female,Literate,337153
120,district,Rural,Female,Literate,182171
120,district,Urban,Female,Literate,89159
121,district,Rural,Female,Literate,149946
121,district,Urban,Female,Literate,63393
122,district,Rural,Female,Literate,324042
122,district,Urban,Female,Literate,154502
123,district,Rural,Female,Literate,178967
123,district,Urban,Female,Literate,56838
124,district,Rural,Female,Literate,236280
124,district,Urban,Female,Literate,29491
125,district,Rural,Female,Literate,271605
125,district,Urban,Female,Literate,43884
126,district,Rural,Female,Literate,216467
126,district,Urban,Female,Literate,90507
127,district,Rural,Female,Literate,173302
127,district,Urban,Female,Literate,359647
128,district,Rural,Female,Literate,188832
128,district,Urban,Female,Literate,71868
129,district,Rural,Female,Literate,203624
129,district,Urban,Female,Literate,69353
130,district,Rural,Female,Literate,396467
130,district,Urban,Female,Literate,212718
131,district,Rural,Female,Literate,127411
131,district,Urban,Female,Literate,23982
9,state,Rural,Female,Literate,33490992
9,state,Urban,Female,Literate,12671599
132,district,Rural,Female,Literate,556986
132,district,Urban,Female,Literate,300008
133,district,Rural,Female,Literate,662849
133,district,Urban,Female,Literate,305962
134,district,Rural,Female,Literate,653238
134,district,Urban,Female,Literate,240684
135,district,Rural,Female,Literate,527148
135,district,Urban,Female,Literate,379265
136,district,Rural,Female,Literate,288373
136,district,Urban,Female,Literate,124885
137,district,Rural,Female,Literate,272924
137,district,Urban,Female,Literate,109645
138,district,Rural,Female,Literate,395908
138,district,Urban,Female,Literate,491060
139,district,Rural,Female,Literate,237776
139,district,Urban,Female,Literate,70336
140,district,Rural,Female,Literate,363955
140,district,Urban,Female,Literate,947912
141,district,Rural,Female,Literate,163268
141,district,Urban,Female,Literate,293614
142,district,Rural,Female,Literate,563869
142,district,Urban,Female,Literate,214473
143,district,Rural,Female,Literate,506679
143,district,Urban,Female,Literate,302508
144,district,Rural,Female,Literate,276847
144,district,Urban,Female,Literate,86568
145,district,Rural,Female,Literate,363184
145,district,Urban,Female,Literate,201216
146,district,Rural,Female,Literate,518868
146,district,Urban,Female,Literate,547048
147,district,Rural,Female,Literate,393162
147,district,Urban,Female,Literate,216330
148,district,Rural,Female,Literate,403411
148,district,Urban,Female,Literate,88364
149,district,Rural,Female,Literate,424612
149,district,Urban,Female,Literate,136364
150,district,Rural,Female,Literate,485838
150,district,Urban,Female,Literate,363224
151,district,Rural,Female,Literate,322762
151,district,Urban,Female,Literate,84043
152,district,Rural,Female,Literate,431459
152,district,Urban,Female,Literate,144329
153,district,Rural,Female,Literate,670782
153,district,Urban,Female,Literate,126105
154,district,Rural,Female,Literate,738192
154,district,Urban,Female,Literate,147839
155,district,Rural,Female,Literate,701308
155,district,Urban,Female,Literate,145706
156,district,Rural,Female,Literate,564965
156,district,Urban,Female,Literate,155556
157,district,Rural,Female,Literate,367201
157,district,Urban,Female,Literate,1017619
158,district,Rural,Female,Literate,703637
158,district,Urban,Female,Literate,96241
159,district,Rural,Female,Literate,322623
159,district,Urban,Female,Literate,115227
160,district,Rural,Female,Literate,339578
160,district,Urban,Female,Literate,73913
161,district,Rural,Female,Literate,320825
161,district,Urban,Female,Literate,117595
162,district,Rural,Female,Literate,306486
162,district,Urban,Female,Literate,78152
163,district,Rural,Female,Literate,424235
163,district,Urban,Female,Literate,53044
164,district,Rural,Female,Literate,415785
164,district,Urban,Female,Literate,998058
165,district,Rural,Female,Literate,300891
165,district,Urban,Female,Literate,120875
166,district,Rural,Female,Literate,263792
166,district,Urban,Female,Literate,257016
167,district,Rural,Female,Literate,190036
167,district,Urban,Female,Literate,53569
168,district,Rural,Female,Literate,187173
168,district,Urban,Female,Literate,58001
169,district,Rural,Female,Literate,137132
169,district,Urban,Female,Literate,48691
170,district,Rural,Female,Literate,291972
170,district,Urban,Female,Literate,80339
171,district,Rural,Female,Literate,174190
171,district,Urban,Female,Literate,26543
172,district,Rural,Female,Literate,508266
172,district,Urban,Female,Literate,92897
173,district,Rural,Female,Literate,756278
173,district,Urban,Female,Literate,53900
174,district,Rural,Female,Literate,274862
174,district,Urban,Female,Literate,31283
175,district,Rural,Female,Literate,997836
175,district,Urban,Female,Literate,468551
176,district,Rural,Female,Literate,594323
176,district,Urban,Female,Literate,87617
177,district,Rural,Female,Literate,506257
177,district,Urban,Female,Literate,106305
178,district,Rural,Female,Literate,556603
178,district,Urban,Female,Literate,83660
179,district,Rural,Female,Literate,874479
179,district,Urban,Female,Literate,65175
180,district,Rural,Female,Literate,444307
180,district,Urban,Female,Literate,75776
181,district,Rural,Female,Literate,137542
181,district,Urban,Female,Literate,9071
182,district,Rural,Female,Literate,281797
182,district,Urban,Female,Literate,41617
183,district,Rural,Female,Literate,578918
183,district,Urban,Female,Literate,66895
184,district,Rural,Female,Literate,446071
184,district,Urban,Female,Literate,42137
185,district,Rural,Female,Literate,529840
185,district,Urban,Female,Literate,44224
186,district,Rural,Female,Literate,352931
186,district,Urban,Female,Literate,34920
187,district,Rural,Female,Literate,497692
187,district,Urban,Female,Literate,39778
188,district,Rural,Female,Literate,835718
188,district,Urban,Female,Literate,270720
189,district,Rural,Female,Literate,723906
189,district,Urban,Female,Literate,47192
190,district,Rural,Female,Literate,699138
190,district,Urban,Female,Literate,96813
191,district,Rural,Female,Literate,1094686
191,district,Urban,Female,Literate,117817
192,district,Rural,Female,Literate,442146
192,district,Urban,Female,Literate,147816
193,district,Rural,Female,Literate,713604
193,district,Urban,Female,Literate,89026
194,district,Rural,Female,Literate,1058846
194,district,Urban,Female,Literate,107437
195,district,Rural,Female,Literate,821270
195,district,Urban,Female,Literate,82726
196,district,Rural,Female,Literate,405457
196,district,Urban,Female,Literate,69695
197,district,Rural,Female,Literate,531776
197,district,Urban,Female,Literate,483011
198,district,Rural,Female,Literate,303918
198,district,Urban,Female,Literate,59446
199,district,Rural,Female,Literate,467731
199,district,Urban,Female,Literate,95115
200,district,Rural,Female,Literate,284779
200,district,Urban,Female,Literate,98941
201,district,Rural,Female,Literate,331130
201,district,Urban,Female,Literate,77030
202,district,Rural,Female,Literate,204966
202,district,Urban,Female,Literate,67081
10,state,Rural,Female,Literate,17570322
10,state,Urban,Female,Literate,3326208
203,district,Rural,Female,Literate,569011
203,district,Urban,Female,Literate,99244
204,district,Rural,Female,Literate,768880
204,district,Urban,Female,Literate,100474
205,district,Rural,Female,Literate,106462
205,district,Urban,Female,Literate,5591
206,district,Rural,Female,Literate,502777
206,district,Urban,Female,Literate,48829
207,district,Rural,Female,Literate,775270
207,district,Urban,Female,Literate,39983
208,district,Rural,Female,Literate,359356
208,district,Urban,Female,Literate,26255
209,district,Rural,Female,Literate,424835
209,district,Urban,Female,Literate,43290
210,district,Rural,Female,Literate,263156
210,district,Urban,Female,Literate,41979
211,district,Rural,Female,Literate,435112
211,district,Urban,Female,Literate,91953
212,district,Rural,Female,Literate,439673
212,district,Urban,Female,Literate,78261
213,district,Rural,Female,Literate,293874
213,district,Urban,Female,Literate,23037
214,district,Rural,Female,Literate,256983
214,district,Urban,Female,Literate,41639
215,district,Rural,Female,Literate,585551
215,district,Urban,Female,Literate,105517
216,district,Rural,Female,Literate,876417
216,district,Urban,Female,Literate,145698
217,district,Rural,Female,Literate,543785
217,district,Urban,Female,Literate,45308
218,district,Rural,Female,Literate,760550
218,district,Urban,Female,Literate,53719
219,district,Rural,Female,Literate,775649
219,district,Urban,Female,Literate,96038
220,district,Rural,Female,Literate,711484
220,district,Urban,Female,Literate,62680
221,district,Rural,Female,Literate,804327
221,district,Urban,Female,Literate,44978
222,district,Rural,Female,Literate,484112
222,district,Urban,Female,Literate,146054
223,district,Rural,Female,Literate,282744
223,district,Urban,Female,Literate,24131
224,district,Rural,Female,Literate,466916
224,district,Urban,Female,Literate,168481
225,district,Rural,Female,Literate,355989
225,district,Urban,Female,Literate,18371
226,district,Rural,Female,Literate,212780
226,district,Urban,Female,Literate,115296
227,district,Rural,Female,Literate,166477
227,district,Urban,Female,Literate,35611
228,district,Rural,Female,Literate,105371
228,district,Urban,Female,Literate,26874
229,district,Rural,Female,Literate,475668
229,district,Urban,Female,Literate,124707
230,district,Rural,Female,Literate,654899
230,district,Urban,Female,Literate,776733
231,district,Rural,Female,Literate,514344
231,district,Urban,Female,Literate,111321
232,district,Rural,Female,Literate,348097
232,district,Urban,Female,Literate,48166
233,district,Rural,Female,Literate,350320
233,district,Urban,Female,Literate,20033
234,district,Rural,Female,Literate,615088
234,district,Urban,Female,Literate,122961
235,district,Rural,Female,Literate,528466
235,district,Urban,Female,Literate,68803
236,district,Rural,Female,Literate,752491
236,district,Urban,Female,Literate,176319
237,district,Rural,Female,Literate,372012
237,district,Urban,Female,Literate,59526
238,district,Rural,Female,Literate,286127
238,district,Urban,Female,Literate,38076
239,district,Rural,Female,Literate,207301
239,district,Urban,Female,Literate,37168
240,district,Rural,Female,Literate,137968
240,district,Urban,Female,Literate,13104
11,state,Rural,Female,Literate,137685
11,state,Urban,Female,Literate,55998
241,district,Rural,Female,Literate,10354
241,district,Urban,Female,Literate,1517
242,district,Rural,Female,Literate,39514
242,district,Urban,Female,Literate,1930
243,district,Rural,Female,Literate,39427
243,district,Urban,Female,Literate,7957
244,district,Rural,Female,Literate,48390
244,district,Urban,Female,Literate,44594
12,state,Rural,Female,Literate,226512
12,state,Urban,Female,Literate,99625
245,district,Rural,Female,Literate,6484
245,district,Urban,Female,Literate,1869
246,district,Rural,Female,Literate,14110
246,district,Urban,Female,Literate,4816
247,district,Rural,Female,Literate,11811
247,district,Urban,Female,Literate,5039
248,district,Rural,Female,Literate,22328
248,district,Urban,Female,Literate,32926
249,district,Rural,Female,Literate,16444
249,district,Urban,Female,Literate,4027
250,district,Rural,Female,Literate,19941
250,district,Urban,Female,Literate,8028
251,district,Rural,Female,Literate,19370
251,district,Urban,Female,Literate,8996
252,district,Rural,Female,Literate,5438
252,district,Urban,Female,Literate,2034
253,district,Rural,Female,Literate,23324
253,district,Urban,Female,Literate,5823
254,district,Rural,Female,Literate,12671
254,district,Urban,Female,Literate,5990
255,district,Rural,Female,Literate,19952
255,district,Urban,Female,Literate,4635
256,district,Rural,Female,Literate,15813
256,district,Urban,Female,Literate,535
257,district,Rural,Female,Literate,1105
257,district,Urban,Female,Literate,717
258,district,Rural,Female,Literate,9726
258,district,Urban,Female,Literate,4036
259,district,Rural,Female,Literate,24800
259,district,Urban,Female,Literate,9882
260,district,Rural,Female,Literate,3195
260,district,Urban,Female,Literate,272
13,state,Rural,Female,Literate,412642
13,state,Urban,Female,Literate,205835
261,district,Rural,Female,Literate,40993
261,district,Urban,Female,Literate,11201
262,district,Rural,Female,Literate,54304
262,district,Urban,Female,Literate,21711
263,district,Rural,Female,Literate,38772
263,district,Urban,Female,Literate,10605
264,district,Rural,Female,Literate,46554
264,district,Urban,Female,Literate,14269
265,district,Rural,Female,Literate,58482
265,district,Urban,Female,Literate,69413
266,district,Rural,Female,Literate,39896
266,district,Urban,Female,Literate,8071
267,district,Rural,Female,Literate,40839
267,district,Urban,Female,Literate,13019
268,district,Rural,Female,Literate,11002
268,district,Urban,Female,Literate,2718
269,district,Rural,Female,Literate,13132
269,district,Urban,Female,Literate,5425
270,district,Rural,Female,Literate,45713
270,district,Urban,Female,Literate,44738
271,district,Rural,Female,Literate,22955
271,district,Urban,Female,Literate,4665
14,state,Rural,Female,Literate,572725
14,state,Urban,Female,Literate,295893
272,district,Rural,Female,Literate,113849
272,district,Urban,Female,Literate,2616
273,district,Rural,Female,Literate,30773
273,district,Urban,Female,Literate,6830
274,district,Rural,Female,Literate,85014
274,district,Urban,Female,Literate,6908
275,district,Rural,Female,Literate,41527
275,district,Urban,Female,Literate,27493
276,district,Rural,Female,Literate,69656
276,district,Urban,Female,Literate,47031
277,district,Rural,Female,Literate,64422
277,district,Urban,Female,Literate,122219
278,district,Rural,Female,Literate,82944
278,district,Urban,Female,Literate,68406
279,district,Rural,Female,Literate,49666
279,district,Urban,Female,Literate,10015
280,district,Rural,Female,Literate,34874
280,district,Urban,Female,Literate,4375
15,state,Rural,Female,Literate,167934
15,state,Urban,Female,Literate,241712
281,district,Rural,Female,Literate,21442
281,district,Urban,Female,Literate,5772
282,district,Rural,Female,Literate,12883
282,district,Urban,Female,Literate,18865
283,district,Rural,Female,Literate,33861
283,district,Urban,Female,Literate,137187
284,district,Rural,Female,Literate,29642
284,district,Urban,Female,Literate,19720
285,district,Rural,Female,Literate,13347
285,district,Urban,Female,Literate,13531
286,district,Rural,Female,Literate,28047
286,district,Urban,Female,Literate,28560
287,district,Rural,Female,Literate,18278
287,district,Urban,Female,Literate,8139
288,district,Rural,Female,Literate,10434
288,district,Urban,Female,Literate,9938
16,state,Rural,Female,Literate,911270
16,state,Urban,Female,Literate,392144
289,district,Rural,Female,Literate,361421
289,district,Urban,Female,Literate,276935
290,district,Rural,Female,Literate,246066
290,district,Urban,Female,Literate,49662
291,district,Rural,Female,Literate,108178
291,district,Urban,Female,Literate,16396
292,district,Rural,Female,Literate,195605
292,district,Urban,Female,Literate,49151
17,state,Rural,Female,Literate,639518
17,state,Urban,Female,Literate,231608
293,district,Rural,Female,Literate,135428
293,district,Urban,Female,Literate,29836
294,district,Rural,Female,Literate,73188
294,district,Urban,Female,Literate,16446
295,district,Rural,Female,Literate,32395
295,district,Urban,Female,Literate,4664
296,district,Rural,Female,Literate,98080
296,district,Urban,Female,Literate,15291
297,district,Rural,Female,Literate,67135
297,district,Urban,Female,Literate,7747
298,district,Rural,Female,Literate,144763
298,district,Urban,Female,Literate,145997
299,district,Rural,Female,Literate,88529
299,district,Urban,Female,Literate,11627
18,state,Rural,Female,Literate,6979243
18,state,Urban,Female,Literate,1630095
300,district,Rural,Female,Literate,194232
300,district,Urban,Female,Literate,19853
301,district,Rural,Female,Literate,342251
301,district,Urban,Female,Literate,68539
302,district,Rural,Female,Literate,217303
302,district,Urban,Female,Literate,41972
303,district,Rural,Female,Literate,344760
303,district,Urban,Female,Literate,53260
304,district,Rural,Female,Literate,224927
304,district,Urban,Female,Literate,25277
305,district,Rural,Female,Literate,652983
305,district,Urban,Female,Literate,135883
306,district,Rural,Female,Literate,421588
306,district,Urban,Female,Literate,66459
307,district,Rural,Female,Literate,275370
307,district,Urban,Female,Literate,32564
308,district,Rural,Female,Literate,169030
308,district,Urban,Female,Literate,16237
309,district,Rural,Female,Literate,250738
309,district,Urban,Female,Literate,94135
310,district,Rural,Female,Literate,300451
310,district,Urban,Female,Literate,92719
311,district,Rural,Female,Literate,327218
311,district,Urban,Female,Literate,41520
312,district,Rural,Female,Literate,278050
312,district,Urban,Female,Literate,84544
313,district,Rural,Female,Literate,286939
313,district,Urban,Female,Literate,38350
314,district,Rural,Female,Literate,202896
314,district,Urban,Female,Literate,40065
315,district,Rural,Female,Literate,39351
315,district,Urban,Female,Literate,22963
316,district,Rural,Female,Literate,414115
316,district,Urban,Female,Literate,120067
317,district,Rural,Female,Literate,315414
317,district,Urban,Female,Literate,43941
318,district,Rural,Female,Literate,160873
318,district,Urban,Female,Literate,19657
319,district,Rural,Female,Literate,156711
319,district,Urban,Female,Literate,40253
320,district,Rural,Female,Literate,102361
320,district,Urban,Female,Literate,11672
321,district,Rural,Female,Literate,392175
321,district,Urban,Female,Literate,52925
322,district,Rural,Female,Literate,64838
322,district,Urban,Female,Literate,399126
323,district,Rural,Female,Literate,207071
323,district,Urban,Female,Literate,31516
324,district,Rural,Female,Literate,246680
324,district,Urban,Female,Literate,3543
325,district,Rural,Female,Literate,198764
325,district,Urban,Female,Literate,19609
326,district,Rural,Female,Literate,192154
326,district,Urban,Female,Literate,13446
19,state,Rural,Female,Literate,17365582
19,state,Urban,Female,Literate,10353889
327,district,Rural,Female,Literate,326042
327,district,Urban,Female,Literate,271870
328,district,Rural,Female,Literate,743948
328,district,Urban,Female,Literate,358210
329,district,Rural,Female,Literate,710831
329,district,Urban,Female,Literate,110940
330,district,Rural,Female,Literate,519648
330,district,Urban,Female,Literate,116524
331,district,Rural,Female,Literate,395064
331,district,Urban,Female,Literate,92147
332,district,Rural,Female,Literate,770268
332,district,Urban,Female,Literate,164145
333,district,Rural,Female,Literate,1479817
333,district,Urban,Female,Literate,398830
334,district,Rural,Female,Literate,806705
334,district,Urban,Female,Literate,150261
335,district,Rural,Female,Literate,1326721
335,district,Urban,Female,Literate,1002447
336,district,Rural,Female,Literate,1072650
336,district,Urban,Female,Literate,529039
337,district,Rural,Female,Literate,1336340
337,district,Urban,Female,Literate,2216307
338,district,Rural,Female,Literate,1079777
338,district,Urban,Female,Literate,786834
339,district,Rural,Female,Literate,828277
339,district,Urban,Female,Literate,105378
340,district,Rural,Female,Literate,516240
340,district,Urban,Female,Literate,106607
341,district,Rural,Female,Literate,573914
341,district,Urban,Female,Literate,1088468
342,district,Rural,Female,Literate,0
342,district,Urban,Female,Literate,1661222
343,district,Rural,Female,Literate,1770026
343,district,Urban,Female,Literate,718354
344,district,Rural,Female,Literate,1548809
344,district,Urban,Female,Literate,262690
345,district,Rural,Female,Literate,1560505
345,district,Urban,Female,Literate,213616
20,state,Rural,Female,Literate,4960347
20,state,Urban,Female,Literate,2485203
346,district,Rural,Female,Literate,229076
346,district,Urban,Female,Literate,19239
347,district,Rural,Female,Literate,187852
347,district,Urban,Female,Literate,18307
348,district,Rural,Female,Literate,111636
348,district,Urban,Female,Literate,39833
349,district,Rural,Female,Literate,408413
349,district,Urban,Female,Literate,61326
350,district,Rural,Female,Literate,222020
350,district,Urban,Female,Literate,81681
351,district,Rural,Female,Literate,208636
351,district,Urban,Female,Literate,19671
352,district,Rural,Female,Literate,153550
352,district,Urban,Female,Literate,42410
353,district,Rural,Female,Literate,129021
353,district,Urban,Female,Literate,16871
354,district,Rural,Female,Literate,252111
354,district,Urban,Female,Literate,455143
355,district,Rural,Female,Literate,219815
355,district,Urban,Female,Literate,294617
356,district,Rural,Female,Literate,90551
356,district,Urban,Female,Literate,19588
357,district,Rural,Female,Literate,220105
357,district,Urban,Female,Literate,431068
358,district,Rural,Female,Literate,335245
358,district,Urban,Female,Literate,67612
359,district,Rural,Female,Literate,125997
359,district,Urban,Female,Literate,14979
360,district,Rural,Female,Literate,325673
360,district,Urban,Female,Literate,91463
361,district,Rural,Female,Literate,121294
361,district,Urban,Female,Literate,125172
362,district,Rural,Female,Literate,237399
362,district,Urban,Female,Literate,28735
363,district,Rural,Female,Literate,144499
363,district,Urban,Female,Literate,23553
364,district,Rural,Female,Literate,393120
364,district,Urban,Female,Literate,433069
365,district,Rural,Female,Literate,104733
365,district,Urban,Female,Literate,15101
