geo_code,geo_level,area,sex,literacy,total
85,district,Urban,Male,Illiterate,25730
86,district,Rural,Male,Illiterate,59174
86,district,Urban,Male,Illiterate,118850
87,district,Rural,Male,Illiterate,240000
87,district,Urban,Male,Illiterate,22727
88,district,Rural,Male,Illiterate,58386
88,district,Urban,Male,Illiterate,172784
89,district,Rural,Male,Illiterate,141547
89,district,Urban,Male,Illiterate,33254
7,state,Rural,Male,Illiterate,51994
7,state,Urban,Male,Illiterate,1740476
90,district,Rural,Male,Illiterate,28637
90,district,Urban,Male,Illiterate,390333
91,district,Rural,Male,Illiterate,1846
91,district,Urban,Male,Illiterate,91541
92,district,Rural,Male,Illiterate,3203
92,district,Urban,Male,Illiterate,272741
93,district,Rural,Male,Illiterate,278
93,district,Urban,Male,Illiterate,158840
94,district,Rural,Male,Illiterate,0
94,district,Urban,Male,Illiterate,12264
95,district,Rural,Male,Illiterate,0
95,district,Urban,Male,Illiterate,67303
96,district,Rural,Male,Illiterate,792
96,district,Urban,Male,Illiterate,261515
97,district,Rural,Male,Illiterate,15455
97,district,Urban,Male,Illiterate,205330
98,district,Rural,Male,Illiterate,1783
98,district,Urban,Male,Illiterate,280609
8,state,Rural,Male,Illiterate,9737158
8,state,Urban,Male,Illiterate,2125427
99,district,Rural,Male,Illiterate,261334
99,district,Urban,Male,Illiterate,71098
100,district,Rural,Male,Illiterate,256525
100,district,Urban,Male,Illiterate,50378
101,district,Rural,Male,Illiterate,349516
101,district,Urban,Male,Illiterate,108886
102,district,Rural,Male,Illiterate,268772
102,district,Urban,Male,Illiterate,85945
103,district,Rural,Male,Illiterate,217046
103,district,Urban,Male,Illiterate,63016
104,district,Rural,Male,Illiterate,505778
104,district,Urban,Male,Illiterate,73419
105,district,Rural,Male,Illiterate,348313
105,district,Urban,Male,Illiterate,63503
106,district,Rural,Male,Illiterate,176323
106,district,Urban,Male,Illiterate,41603
107,district,Rural,Male,Illiterate,218373
107,district,Urban,Male,Illiterate,33362
108,district,Rural,Male,Illiterate,186339
108,district,Urban,Male,Illiterate,31508
109,district,Rural,Male,Illiterate,238162
109,district,Urban,Male,Illiterate,22690
110,district,Rural,Male,Illiterate,500591
110,district,Urban,Male,Illiterate,413123
111,district,Rural,Male,Illiterate,292686
111,district,Urban,Male,Illiterate,87029
112,district,Rural,Male,Illiterate,493534
112,district,Urban,Male,Illiterate,100041
113,district,Rural,Male,Illiterate,494629
113,district,Urban,Male,Illiterate,163546
114,district,Rural,Male,Illiterate,139094
114,district,Urban,Male,Illiterate,12199
115,district,Rural,Male,Illiterate,562374
115,district,Urban,Male,Illiterate,23187
116,district,Rural,Male,Illiterate,370212
116,district,Urban,Male,Illiterate,22499
117,district,Rural,Male,Illiterate,200139
117,district,Urban,Male,Illiterate,24192
118,district,Rural,Male,Illiterate,298662
118,district,Urban,Male,Illiterate,59379
119,district,Rural,Male,Illiterate,287627
119,district,Urban,Male,Illiterate,110190
120,district,Rural,Male,Illiterate,203514
120,district,Urban,Male,Illiterate,46293
121,district,Rural,Male,Illiterate,178162
121,district,Urban,Male,Illiterate,27293
122,district,Rural,Male,Illiterate,382483
122,district,Urban,Male,Illiterate,60671
123,district,Rural,Male,Illiterate,178522
123,district,Urban,Male,Illiterate,19483
124,district,Rural,Male,Illiterate,271475
124,district,Urban,Male,Illiterate,9237
125,district,Rural,Male,Illiterate,380442
125,district,Urban,Male,Illiterate,13458
126,district,Rural,Male,Illiterate,237903
126,district,Urban,Male,Illiterate,30417
127,district,Rural,Male,Illiterate,118253
127,district,Urban,Male,Illiterate,137512
128,district,Rural,Male,Illiterate,169637
128,district,Urban,Male,Illiterate,31701
129,district,Rural,Male,Illiterate,231291
129,district,Urban,Male,Illiterate,27037
130,district,Rural,Male,Illiterate,538937
130,district,Urban,Male,Illiterate,54420
131,district,Rural,Male,Illiterate,180510
131,district,Urban,Male,Illiterate,7112
9,state,Rural,Male,Illiterate,29199307
9,state,Urban,Male,Illiterate,7046239
132,district,Rural,Male,Illiterate,436743
132,district,Urban,Male,Illiterate,177249
133,district,Rural,Male,Illiterate,532459
133,district,Urban,Male,Illiterate,212447
134,district,Rural,Male,Illiterate,495476
134,district,Urban,Male,Illiterate,184268
135,district,Rural,Male,Illiterate,800028
135,district,Urban,Male,Illiterate,345723
136,district,Rural,Male,Illiterate,446272
136,district,Urban,Male,Illiterate,147209
137,district,Rural,Male,Illiterate,268256
137,district,Urban,Male,Illiterate,94652
138,district,Rural,Male,Illiterate,288160
138,district,Urban,Male,Illiterate,283063
139,district,Rural,Male,Illiterate,165326
139,district,Urban,Male,Illiterate,44886
140,district,Rural,Male,Illiterate,249867
140,district,Urban,Male,Illiterate,427570
141,district,Rural,Male,Illiterate,100945
141,district,Urban,Male,Illiterate,123204
142,district,Rural,Male,Illiterate,436380
142,district,Urban,Male,Illiterate,155566
143,district,Rural,Male,Illiterate,432607
143,district,Urban,Male,Illiterate,236009
144,district,Rural,Male,Illiterate,198693
144,district,Urban,Male,Illiterate,58277
145,district,Rural,Male,Illiterate,303543
145,district,Urban,Male,Illiterate,120236
146,district,Rural,Male,Illiterate,402943
146,district,Urban,Male,Illiterate,347416
147,district,Rural,Male,Illiterate,268790
147,district,Urban,Male,Illiterate,150942
148,district,Rural,Male,Illiterate,239853
148,district,Urban,Male,Illiterate,41414
149,district,Rural,Male,Illiterate,830483
149,district,Urban,Male,Illiterate,150775
150,district,Rural,Male,Illiterate,683588
150,district,Urban,Male,Illiterate,331380
151,district,Rural,Male,Illiterate,348003
151,district,Urban,Male,Illiterate,69709
152,district,Rural,Male,Illiterate,568351
152,district,Urban,Male,Illiterate,122910
153,district,Rural,Male,Illiterate,804527
153,district,Urban,Male,Illiterate,81503
154,district,Rural,Male,Illiterate,883797
154,district,Urban,Male,Illiterate,93765
155,district,Rural,Male,Illiterate,723867
155,district,Urban,Male,Illiterate,92988
156,district,Rural,Male,Illiterate,493744
156,district,Urban,Male,Illiterate,83280
157,district,Rural,Male,Illiterate,280096
157,district,Urban,Male,Illiterate,371940
158,district,Rural,Male,Illiterate,546060
158,district,Urban,Male,Illiterate,40517
159,district,Rural,Male,Illiterate,280649
159,district,Urban,Male,Illiterate,70764
160,district,Rural,Male,Illiterate,227330
160,district,Urban,Male,Illiterate,50850
161,district,Rural,Male,Illiterate,175362
161,district,Urban,Male,Illiterate,46911
162,district,Rural,Male,Illiterate,167057
162,district,Urban,Male,Illiterate,26785
163,district,Rural,Male,Illiterate,246357
163,district,Urban,Male,Illiterate,23934
164,district,Rural,Male,Illiterate,242893
164,district,Urban,Male,Illiterate,387734
165,district,Rural,Male,Illiterate,194581
165,district,Urban,Male,Illiterate,58081
166,district,Rural,Male,Illiterate,176428
166,district,Urban,Male,Illiterate,97303
167,district,Rural,Male,Illiterate,222086
167,district,Urban,Male,Illiterate,21339
168,district,Rural,Male,Illiterate,156763
168,district,Urban,Male,Illiterate,28649
169,district,Rural,Male,Illiterate,135425
169,district,Urban,Male,Illiterate,28650
170,district,Rural,Male,Illiterate,300081
170,district,Urban,Male,Illiterate,35169
171,district,Rural,Male,Illiterate,183292
171,district,Urban,Male,Illiterate,14090
172,district,Rural,Male,Illiterate,425214
172,district,Urban,Male,Illiterate,48505
173,district,Rural,Male,Illiterate,462227
173,district,Urban,Male,Illiterate,22477
174,district,Rural,Male,Illiterate,309155
174,district,Urban,Male,Illiterate,22051
175,district,Rural,Male,Illiterate,753876
175,district,Urban,Male,Illiterate,178591
176,district,Rural,Male,Illiterate,634154
176,district,Urban,Male,Illiterate,62401
177,district,Rural,Male,Illiterate,376185
177,district,Urban,Male,Illiterate,45104
178,district,Rural,Male,Illiterate,324699
178,district,Urban,Male,Illiterate,41035
179,district,Rural,Male,Illiterate,591301
179,district,Urban,Male,Illiterate,23037
180,district,Rural,Male,Illiterate,909151
180,district,Urban,Male,Illiterate,56448
181,district,Rural,Male,Illiterate,308844
181,district,Urban,Male,Illiterate,8353
182,district,Rural,Male,Illiterate,536730
182,district,Urban,Male,Illiterate,33048
183,district,Rural,Male,Illiterate,718811
183,district,Urban,Male,Illiterate,34154
184,district,Rural,Male,Illiterate,526905
184,district,Urban,Male,Illiterate,27472
185,district,Rural,Male,Illiterate,419367
185,district,Urban,Male,Illiterate,16186
186,district,Rural,Male,Illiterate,282738
186,district,Urban,Male,Illiterate,19820
187,district,Rural,Male,Illiterate,482642
187,district,Urban,Male,Illiterate,17438
188,district,Rural,Male,Illiterate,587816
188,district,Urban,Male,Illiterate,96071
189,district,Rural,Male,Illiterate,608532
189,district,Urban,Male,Illiterate,25801
190,district,Rural,Male,Illiterate,417822
190,district,Urban,Male,Illiterate,40326
191,district,Rural,Male,Illiterate,666250
191,district,Urban,Male,Illiterate,59340
192,district,Rural,Male,Illiterate,265237
192,district,Urban,Male,Illiterate,76390
193,district,Rural,Male,Illiterate,468987
193,district,Urban,Male,Illiterate,42955
194,district,Rural,Male,Illiterate,609019
194,district,Urban,Male,Illiterate,46052
195,district,Rural,Male,Illiterate,525180
195,district,Urban,Male,Illiterate,36342
196,district,Rural,Male,Illiterate,282067
196,district,Urban,Male,Illiterate,36384
197,district,Rural,Male,Illiterate,307070
197,district,Urban,Male,Illiterate,225671
198,district,Rural,Male,Illiterate,222637
198,district,Urban,Male,Illiterate,37680
199,district,Rural,Male,Illiterate,393285
199,district,Urban,Male,Illiterate,53180
200,district,Rural,Male,Illiterate,335248
200,district,Urban,Male,Illiterate,34108
201,district,Rural,Male,Illiterate,259003
201,district,Urban,Male,Illiterate,41294
202,district,Rural,Male,Illiterate,251994
202,district,Urban,Male,Illiterate,59368
10,state,Rural,Male,Illiterate,20832020
10,state,Urban,Male,Illiterate,1838114
203,district,Rural,Male,Illiterate,897416
203,district,Urban,Male,Illiterate,72468
204,district,Rural,Male,Illiterate,1198281
204,district,Urban,Male,Illiterate,75325
205,district,Rural,Male,Illiterate,168631
205,district,Urban,Male,Illiterate,6397
206,district,Rural,Male,Illiterate,883493
206,district,Urban,Male,Illiterate,34571
207,district,Rural,Male,Illiterate,960662
207,district,Urban,Male,Illiterate,28566
208,district,Rural,Male,Illiterate,489507
208,district,Urban,Male,Illiterate,18104
209,district,Rural,Male,Illiterate,704686
209,district,Urban,Male,Illiterate,31004
210,district,Rural,Male,Illiterate,397008
210,district,Urban,Male,Illiterate,30041
211,district,Rural,Male,Illiterate,833009
211,district,Urban,Male,Illiterate,61100
212,district,Rural,Male,Illiterate,795660
212,district,Urban,Male,Illiterate,42514
213,district,Rural,Male,Illiterate,514553
213,district,Urban,Male,Illiterate,15340
214,district,Rural,Male,Illiterate,464789
214,district,Urban,Male,Illiterate,26011
215,district,Rural,Male,Illiterate,874203
215,district,Urban,Male,Illiterate,60180
216,district,Rural,Male,Illiterate,972806
216,district,Urban,Male,Illiterate,67574
217,district,Rural,Male,Illiterate,448688
217,district,Urban,Male,Illiterate,25073
218,district,Rural,Male,Illiterate,532769
218,district,Urban,Male,Illiterate,26415
219,district,Rural,Male,Illiterate,681179
219,district,Urban,Male,Illiterate,55875
220,district,Rural,Male,Illiterate,652718
220,district,Urban,Male,Illiterate,39241
221,district,Rural,Male,Illiterate,916018
221,district,Urban,Male,Illiterate,20410
222,district,Rural,Male,Illiterate,544428
222,district,Urban,Male,Illiterate,104725
223,district,Rural,Male,Illiterate,407981
223,district,Urban,Male,Illiterate,14652
224,district,Rural,Male,Illiterate,578596
224,district,Urban,Male,Illiterate,99398
225,district,Rural,Male,Illiterate,463165
225,district,Urban,Male,Illiterate,13014
226,district,Rural,Male,Illiterate,203058
226,district,Urban,Male,Illiterate,52242
227,district,Rural,Male,Illiterate,194718
227,district,Urban,Male,Illiterate,26445
228,district,Rural,Male,Illiterate,113236
228,district,Urban,Male,Illiterate,20076
229,district,Rural,Male,Illiterate,501205
229,district,Urban,Male,Illiterate,76297
230,district,Rural,Male,Illiterate,710552
230,district,Urban,Male,Illiterate,339913
231,district,Rural,Male,Illiterate,399555
231,district,Urban,Male,Illiterate,57339
232,district,Rural,Male,Illiterate,271003
232,district,Urban,Male,Illiterate,23430
233,district,Rural,Male,Illiterate,288573
233,district,Urban,Male,Illiterate,8510
234,district,Rural,Male,Illiterate,419317
234,district,Urban,Male,Illiterate,62446
235,district,Rural,Male,Illiterate,415047
235,district,Urban,Male,Illiterate,34904
236,district,Rural,Male,Illiterate,817175
236,district,Urban,Male,Illiterate,80588
237,district,Rural,Male,Illiterate,449576
237,district,Urban,Male,Illiterate,35618
238,district,Rural,Male,Illiterate,358592
238,district,Urban,Male,Illiterate,23087
239,district,Rural,Male,Illiterate,190014
239,district,Urban,Male,Illiterate,21156
240,district,Rural,Male,Illiterate,120153
240,district,Urban,Male,Illiterate,8065
11,state,Rural,Male,Illiterate,58552
11,state,Urban,Male,Illiterate,13249
241,district,Rural,Male,Illiterate,5580
241,district,Urban,Male,Illiterate,571
242,district,Rural,Male,Illiterate,17817
242,district,Urban,Male,Illiterate,433
243,district,Rural,Male,Illiterate,15509
243,district,Urban,Male,Illiterate,1804
244,district,Rural,Male,Illiterate,19646
244,district,Urban,Male,Illiterate,10441
12,state,Rural,Male,Illiterate,236621
12,state,Urban,Male,Illiterate,37423
245,district,Rural,Male,Illiterate,10757
245,district,Urban,Male,Illiterate,674
246,district,Rural,Male,Illiterate,14456
246,district,Urban,Male,Illiterate,2133
247,district,Rural,Male,Illiterate,14403
247,district,Urban,Male,Illiterate,2773
248,district,Rural,Male,Illiterate,12662
248,district,Urban,Male,Illiterate,10726
249,district,Rural,Male,Illiterate,15225
249,district,Urban,Male,Illiterate,1726
250,district,Rural,Male,Illiterate,18754
250,district,Urban,Male,Illiterate,2637
251,district,Rural,Male,Illiterate,12453
251,district,Urban,Male,Illiterate,3453
252,district,Rural,Male,Illiterate,7055
252,district,Urban,Male,Illiterate,921
253,district,Rural,Male,Illiterate,30860
253,district,Urban,Male,Illiterate,2061
254,district,Rural,Male,Illiterate,25557
254,district,Urban,Male,Illiterate,2734
255,district,Rural,Male,Illiterate,11084
255,district,Urban,Male,Illiterate,1289
256,district,Rural,Male,Illiterate,24586
256,district,Urban,Male,Illiterate,474
257,district,Rural,Male,Illiterate,1511
257,district,Urban,Male,Illiterate,289
258,district,Rural,Male,Illiterate,8910
258,district,Urban,Male,Illiterate,1056
259,district,Rural,Male,Illiterate,23539
259,district,Urban,Male,Illiterate,4302
260,district,Rural,Male,Illiterate,4809
260,district,Urban,Male,Illiterate,175
13,state,Rural,Male,Illiterate,241451
13,state,Urban,Male,Illiterate,59241
261,district,Rural,Male,Illiterate,59531
261,district,Urban,Male,Illiterate,4790
262,district,Rural,Male,Illiterate,13066
262,district,Urban,Male,Illiterate,4547
263,district,Rural,Male,Illiterate,15409
263,district,Urban,Male,Illiterate,2304
264,district,Rural,Male,Illiterate,14768
264,district,Urban,Male,Illiterate,2352
265,district,Rural,Male,Illiterate,25095
265,district,Urban,Male,Illiterate,22157
266,district,Rural,Male,Illiterate,23192
266,district,Urban,Male,Illiterate,2625
267,district,Rural,Male,Illiterate,34349
267,district,Urban,Male,Illiterate,3931
268,district,Rural,Male,Illiterate,9495
268,district,Urban,Male,Illiterate,868
269,district,Rural,Male,Illiterate,12988
269,district,Urban,Male,Illiterate,2167
270,district,Rural,Male,Illiterate,20098
270,district,Urban,Male,Illiterate,11830
271,district,Rural,Male,Illiterate,13460
271,district,Urban,Male,Illiterate,1670
14,state,Rural,Male,Illiterate,316750
14,state,Urban,Male,Illiterate,81978
272,district,Rural,Male,Illiterate,98474
272,district,Urban,Male,Illiterate,837
273,district,Rural,Male,Illiterate,22805
273,district,Urban,Male,Illiterate,2163
274,district,Rural,Male,Illiterate,33155
274,district,Urban,Male,Illiterate,1652
275,district,Rural,Male,Illiterate,21140
275,district,Urban,Male,Illiterate,10329
276,district,Rural,Male,Illiterate,40756
276,district,Urban,Male,Illiterate,17472
277,district,Rural,Male,Illiterate,21979
277,district,Urban,Male,Illiterate,27090
278,district,Rural,Male,Illiterate,35852
278,district,Urban,Male,Illiterate,16928
279,district,Rural,Male,Illiterate,21823
279,district,Urban,Male,Illiterate,2747
280,district,Rural,Male,Illiterate,20766
280,district,Urban,Male,Illiterate,2760
15,state,Rural,Male,Illiterate,73735
15,state,Urban,Male,Illiterate,43075
281,district,Rural,Male,Illiterate,10403
281,district,Urban,Male,Illiterate,1448
282,district,Rural,Male,Illiterate,4710
282,district,Urban,Male,Illiterate,4061
283,district,Rural,Male,Illiterate,7866
283,district,Urban,Male,Illiterate,21857
284,district,Rural,Male,Illiterate,7730
284,district,Urban,Male,Illiterate,4218
285,district,Rural,Male,Illiterate,2896
285,district,Urban,Male,Illiterate,2357
286,district,Rural,Male,Illiterate,13510
286,district,Urban,Male,Illiterate,4866
287,district,Rural,Male,Illiterate,22296
287,district,Urban,Male,Illiterate,1859
288,district,Rural,Male,Illiterate,4324
288,district,Urban,Male,Illiterate,2409
16,state,Rural,Male,Illiterate,305670
16,state,Urban,Male,Illiterate,67337
289,district,Rural,Male,Illiterate,109139
289,district,Urban,Male,Illiterate,47291
290,district,Rural,Male,Illiterate,87967
290,district,Urban,Male,Illiterate,8495
291,district,Rural,Male,Illiterate,40133
291,district,Urban,Male,Illiterate,2768
292,district,Rural,Male,Illiterate,68431
292,district,Urban,Male,Illiterate,8783
17,state,Rural,Male,Illiterate,518624
17,state,Urban,Male,Illiterate,59329
293,district,Rural,Male,Illiterate,123903
293,district,Urban,Male,Illiterate,6818
294,district,Rural,Male,Illiterate,54058
294,district,Urban,Male,Illiterate,4652
295,district,Rural,Male,Illiterate,26590
295,district,Urban,Male,Illiterate,1577
296,district,Rural,Male,Illiterate,69887
296,district,Urban,Male,Illiterate,6521
297,district,Rural,Male,Illiterate,48023
297,district,Urban,Male,Illiterate,3531
298,district,Rural,Male,Illiterate,90164
298,district,Urban,Male,Illiterate,33315
299,district,Rural,Male,Illiterate,105999
299,district,Urban,Male,Illiterate,2915
18,state,Rural,Male,Illiterate,4972796
18,state,Urban,Male,Illiterate,398008
300,district,Rural,Male,Illiterate,172788
300,district,Urban,Male,Illiterate,4897
301,district,Rural,Male,Illiterate,462519
301,district,Urban,Male,Illiterate,23778
302,district,Rural,Male,Illiterate,187159
302,district,Urban,Male,Illiterate,21831
303,district,Rural,Male,Illiterate,354087
303,district,Urban,Male,Illiterate,13879
304,district,Rural,Male,Illiterate,188520
304,district,Urban,Male,Illiterate,8433
305,district,Rural,Male,Illiterate,481468
305,district,Urban,Male,Illiterate,35794
306,district,Rural,Male,Illiterate,348834
306,district,Urban,Male,Illiterate,14545
307,district,Rural,Male,Illiterate,144776
307,district,Urban,Male,Illiterate,9346
308,district,Rural,Male,Illiterate,107896
308,district,Urban,Male,Illiterate,5592
309,district,Rural,Male,Illiterate,201524
309,district,Urban,Male,Illiterate,25258
310,district,Rural,Male,Illiterate,165177
310,district,Urban,Male,Illiterate,19896
311,district,Rural,Male,Illiterate,135014
311,district,Urban,Male,Illiterate,9435
312,district,Rural,Male,Illiterate,106270
312,district,Urban,Male,Illiterate,18200
313,district,Rural,Male,Illiterate,139086
313,district,Urban,Male,Illiterate,7600
314,district,Rural,Male,Illiterate,164710
314,district,Urban,Male,Illiterate,11204
315,district,Rural,Male,Illiterate,27159
315,district,Urban,Male,Illiterate,5084
316,district,Rural,Male,Illiterate,217462
316,district,Urban,Male,Illiterate,28876
317,district,Rural,Male,Illiterate,181664
317,district,Urban,Male,Illiterate,8258
318,district,Rural,Male,Illiterate,107658
318,district,Urban,Male,Illiterate,3396
319,district,Rural,Male,Illiterate,128628
319,district,Urban,Male,Illiterate,10076
320,district,Rural,Male,Illiterate,94793
320,district,Urban,Male,Illiterate,4198
321,district,Rural,Male,Illiterate,216533
321,district,Urban,Male,Illiterate,11709
322,district,Rural,Male,Illiterate,30959
322,district,Urban,Male,Illiterate,79399
323,district,Rural,Male,Illiterate,96537
323,district,Urban,Male,Illiterate,6285
324,district,Rural,Male,Illiterate,156847
324,district,Urban,Male,Illiterate,1869
325,district,Rural,Male,Illiterate,201149
325,district,Urban,Male,Illiterate,5458
326,district,Rural,Male,Illiterate,153579
326,district,Urban,Male,Illiterate,3712
19,state,Rural,Male,Illiterate,9996748
19,state,Urban,Male,Illiterate,2993469
327,district,Rural,Male,Illiterate,156183
327,district,Urban,Male,Illiterate,63403
328,district,Rural,Male,Illiterate,464930
328,district,Urban,Male,Illiterate,121512
329,district,Rural,Male,Illiterate,398524
329,district,Urban,Male,Illiterate,24285
330,district,Rural,Male,Illiterate,648828
330,district,Urban,Male,Illiterate,48743
331,district,Rural,Male,Illiterate,242174
331,district,Urban,Male,Illiterate,18551
332,district,Rural,Male,Illiterate,806927
332,district,Urban,Male,Illiterate,92595
333,district,Rural,Male,Illiterate,1204137
333,district,Urban,Male,Illiterate,246240
334,district,Rural,Male,Illiterate,536315
334,district,Urban,Male,Illiterate,53124
335,district,Rural,Male,Illiterate,702231
335,district,Urban,Male,Illiterate,346618
336,district,Rural,Male,Illiterate,639676
336,district,Urban,Male,Illiterate,135226
337,district,Rural,Male,Illiterate,603528
337,district,Urban,Male,Illiterate,459815
338,district,Rural,Male,Illiterate,413178
338,district,Urban,Male,Illiterate,189698
339,district,Rural,Male,Illiterate,511402
339,district,Urban,Male,Illiterate,27356
340,district,Rural,Male,Illiterate,445588
340,district,Urban,Male,Illiterate,49350
341,district,Rural,Male,Illiterate,227167
341,district,Urban,Male,Illiterate,330828
342,district,Rural,Male,Illiterate,0
342,district,Urban,Male,Illiterate,429851
343,district,Rural,Male,Illiterate,892367
343,district,Urban,Male,Illiterate,238134
344,district,Rural,Male,Illiterate,674713
344,district,Urban,Male,Illiterate,66259
345,district,Rural,Male,Illiterate,428880
345,district,Urban,Male,Illiterate,51881
20,state,Rural,Male,Illiterate,5093755
20,state,Urban,Male,Illiterate,954041
346,district,Rural,Male,Illiterate,268495
346,district,Urban,Male,Illiterate,9919
347,district,Rural,Male,Illiterate,221466
347,district,Urban,Male,Illiterate,8567
348,district,Rural,Male,Illiterate,109084
348,district,Urban,Male,Illiterate,19358
349,district,Rural,Male,Illiterate,444508
349,district,Urban,Male,Illiterate,29854
350,district,Rural,Male,Illiterate,255264
350,district,Urban,Male,Illiterate,29921
351,district,Rural,Male,Illiterate,293197
351,district,Urban,Male,Illiterate,8518
352,district,Rural,Male,Illiterate,274783
352,district,Urban,Male,Illiterate,27305
353,district,Rural,Male,Illiterate,231719
353,district,Urban,Male,Illiterate,13953
354,district,Rural,Male,Illiterate,184812
354,district,Urban,Male,Illiterate,206194
355,district,Rural,Male,Illiterate,197591
355,district,Urban,Male,Illiterate,116128
356,district,Rural,Male,Illiterate,76402
356,district,Urban,Male,Illiterate,6659
357,district,Rural,Male,Illiterate,186606
357,district,Urban,Male,Illiterate,133770
358,district,Rural,Male,Illiterate,354982
358,district,Urban,Male,Illiterate,29614
359,district,Rural,Male,Illiterate,152405
359,district,Urban,Male,Illiterate,7555
360,district,Rural,Male,Illiterate,264598
360,district,Urban,Male,Illiterate,30170
361,district,Rural,Male,Illiterate,92255
361,district,Urban,Male,Illiterate,51944
362,district,Rural,Male,Illiterate,251667
362,district,Urban,Male,Illiterate,10572
363,district,Rural,Male,Illiterate,137758
363,district,Urban,Male,Illiterate,8812
364,district,Rural,Male,Illiterate,280176
364,district,Urban,Male,Illiterate,129517
365,district,Rural,Male,Illiterate,96494
365,district,Urban,Male,Illiterate,5100
366,district,Rural,Male,Illiterate,185968
366,district,Urban,Male,Illiterate,6627
367,district,Rural,Male,Illiterate,103511
367,district,Urban,Male,Illiterate,4807
368,district,Rural,Male,Illiterate,285712
368,district,Urban,Male,Illiterate,24400
369,district,Rural,Male,Illiterate,144302
369,district,Urban,Male,Illiterate,34777
21,state,Rural,Male,Illiterate,5431651
21,state,Urban,Male,Illiterate,690804
370,district,Rural,Male,Illiterate,177616
370,district,Urban,Male,Illiterate,14328
371,district,Rural,Male,Illiterate,43714
371,district,Urban,Male,Illiterate,24884
372,district,Rural,Male,Illiterate,102464
372,district,Urban,Male,Illiterate,31221
373,district,Rural,Male,Illiterate,43130
373,district,Urban,Male,Illiterate,2451
374,district,Rural,Male,Illiterate,234575
374,district,Urban,Male,Illiterate,76425
375,district,Rural,Male,Illiterate,267351
375,district,Urban,Male,Illiterate,34017
376,district,Rural,Male,Illiterate,443663
376,district,Urban,Male,Illiterate,18379
377,district,Rural,Male,Illiterate,256584
377,district,Urban,Male,Illiterate,26844
378,district,Rural,Male,Illiterate,139536
378,district,Urban,Male,Illiterate,24455
379,district,Rural,Male,Illiterate,130294
379,district,Urban,Male,Illiterate,7550
380,district,Rural,Male,Illiterate,85854
380,district,Urban,Male,Illiterate,10962
381,district,Rural,Male,Illiterate,190863
381,district,Urban,Male,Illiterate,58864
382,district,Rural,Male,Illiterate,205386
382,district,Urban,Male,Illiterate,14252
383,district,Rural,Male,Illiterate,138559
383,district,Urban,Male,Illiterate,9941
384,district,Rural,Male,Illiterate,141613
384,district,Urban,Male,Illiterate,19680
385,district,Rural,Male,Illiterate,103332
385,district,Urban,Male,Illiterate,6971
386,district,Rural,Male,Illiterate,124120
386,district,Urban,Male,Illiterate,85502
387,district,Rural,Male,Illiterate,136363
387,district,Urban,Male,Illiterate,24160
388,district,Rural,Male,Illiterate,437924
388,district,Urban,Male,Illiterate,78642
389,district,Rural,Male,Illiterate,120721
389,district,Urban,Male,Illiterate,8498
390,district,Rural,Male,Illiterate,119726
390,district,Urban,Male,Illiterate,6319
391,district,Rural,Male,Illiterate,61269
391,district,Urban,Male,Illiterate,1708
392,district,Rural,Male,Illiterate,75968
392,district,Urban,Male,Illiterate,4951
393,district,Rural,Male,Illiterate,263888
393,district,Urban,Male,Illiterate,20537
394,district,Rural,Male,Illiterate,116855
394,district,Urban,Male,Illiterate,4204
395,district,Rural,Male,Illiterate,289316
395,district,Urban,Male,Illiterate,13608
396,district,Rural,Male,Illiterate,212144
396,district,Urban,Male,Illiterate,17857
397,district,Rural,Male,Illiterate,306550
397,district,Urban,Male,Illiterate,11278
398,district,Rural,Male,Illiterate,312845
398,district,Urban,Male,Illiterate,25121
399,district,Rural,Male,Illiterate,149428
399,district,Urban,Male,Illiterate,7195
22,state,Rural,Male,Illiterate,3394414
22,state,Urban,Male,Illiterate,630588
400,district,Rural,Male,Illiterate,82487
400,district,Urban,Male,Illiterate,22327
401,district,Rural,Male,Illiterate,471621
401,district,Urban,Male,Illiterate,26822
402,district,Rural,Male,Illiterate,135690
402,district,Urban,Male,Illiterate,8401
403,district,Rural,Male,Illiterate,182486
403,district,Urban,Male,Illiterate,25036
404,district,Rural,Male,Illiterate,131560
404,district,Urban,Male,Illiterate,47964
405,district,Rural,Male,Illiterate,197657
405,district,Urban,Male,Illiterate,24381
406,district,Rural,Male,Illiterate,346255
406,district,Urban,Male,Illiterate,72845
407,district,Rural,Male,Illiterate,150955
407,district,Urban,Male,Illiterate,12600
408,district,Rural,Male,Illiterate,174988
408,district,Urban,Male,Illiterate,26512
409,district,Rural,Male,Illiterate,273932
409,district,Urban,Male,Illiterate,123557
410,district,Rural,Male,Illiterate,390269
410,district,Urban,Male,Illiterate,164759
411,district,Rural,Male,Illiterate,134520
411,district,Urban,Male,Illiterate,13358
412,district,Rural,Male,Illiterate,79370
412,district,Urban,Male,Illiterate,14603
413,district,Rural,Male,Illiterate,108086
413,district,Urban,Male,Illiterate,6954
414,district,Rural,Male,Illiterate,294754
414,district,Urban,Male,Illiterate,21398
415,district,Rural,Male,Illiterate,34407
415,district,Urban,Male,Illiterate,2248
416,district,Rural,Male,Illiterate,135165
416,district,Urban,Male,Illiterate,12448
417,district,Rural,Male,Illiterate,70212
417,district,Urban,Male,Illiterate,4375
23,state,Rural,Male,Illiterate,10094406
