geo_code,geo_level,area,sex,total
470,district,Urban,Male,146073
471,district,Rural,Male,787175
471,district,Urban,Male,269345
472,district,Rural,Male,1056141
472,district,Urban,Male,188090
473,district,Rural,Male,408436
473,district,Urban,Male,315428
474,district,Rural,Male,595583
474,district,Urban,Male,3192468
475,district,Rural,Male,649475
475,district,Urban,Male,260442
476,district,Rural,Male,816264
476,district,Urban,Male,1158181
477,district,Rural,Male,610088
477,district,Urban,Male,504104
478,district,Rural,Male,153260
478,district,Urban,Male,146949
479,district,Rural,Male,940271
479,district,Urban,Male,464085
480,district,Rural,Male,572554
480,district,Urban,Male,198495
481,district,Rural,Male,868833
481,district,Urban,Male,621368
482,district,Rural,Male,758499
482,district,Urban,Male,328725
483,district,Rural,Male,915197
483,district,Urban,Male,270530
484,district,Rural,Male,1053376
484,district,Urban,Male,173585
485,district,Rural,Male,970963
485,district,Urban,Male,97688
486,district,Rural,Male,1077943
486,district,Urban,Male,1075793
487,district,Rural,Male,269408
487,district,Urban,Male,31678
488,district,Rural,Male,529393
488,district,Urban,Male,276314
489,district,Rural,Male,101710
489,district,Urban,Male,12111
490,district,Rural,Male,464749
490,district,Urban,Male,213416
491,district,Rural,Male,542644
491,district,Urban,Male,344578
492,district,Rural,Male,640060
492,district,Urban,Male,2762164
493,district,Rural,Male,361548
493,district,Urban,Male,40640
25,state,Rural,Male,32395
25,state,Urban,Male,117906
494,district,Rural,Male,14028
494,district,Urban,Male,11614
495,district,Rural,Male,18367
495,district,Urban,Male,106292
26,state,Rural,Male,98305
26,state,Urban,Male,95455
496,district,Rural,Male,98305
496,district,Urban,Male,95455
27,state,Rural,Male,31539034
27,state,Urban,Male,26704022
497,district,Rural,Male,687671
497,district,Urban,Male,145499
498,district,Rural,Male,758916
498,district,Urban,Male,295115
499,district,Rural,Male,1500514
499,district,Urban,Male,696851
500,district,Rural,Male,1055242
500,district,Urban,Male,282318
501,district,Rural,Male,563933
501,district,Urban,Male,368401
502,district,Rural,Male,511727
502,district,Urban,Male,108575
503,district,Rural,Male,950633
503,district,Urban,Male,530135
504,district,Rural,Male,451874
504,district,Urban,Male,216511
505,district,Rural,Male,758357
505,district,Urban,Male,1626618
506,district,Rural,Male,487484
506,district,Urban,Male,118036
507,district,Rural,Male,547934
507,district,Urban,Male,113620
508,district,Rural,Male,481290
508,district,Urban,Male,60038
509,district,Rural,Male,726106
509,district,Urban,Male,397728
510,district,Rural,Male,1115148
510,district,Urban,Male,304817
511,district,Rural,Male,1258160
511,district,Urban,Male,471915
512,district,Rural,Male,514430
512,district,Urban,Male,91864
513,district,Rural,Male,651886
513,district,Urban,Male,290984
514,district,Rural,Male,817279
514,district,Urban,Male,194194
515,district,Rural,Male,1081825
515,district,Urban,Male,842644
516,district,Rural,Male,1804712
516,district,Urban,Male,1352474
517,district,Rural,Male,1300136
517,district,Urban,Male,4564942
518,district,Rural,Male,0
518,district,Urban,Male,5031323
519,district,Rural,Male,0
519,district,Urban,Male,1684608
520,district,Rural,Male,836996
520,district,Urban,Male,507349
521,district,Rural,Male,1903440
521,district,Urban,Male,3020665
522,district,Rural,Male,1872907
522,district,Urban,Male,469918
523,district,Rural,Male,1082978
523,district,Urban,Male,266128
524,district,Rural,Male,949707
524,district,Urban,Male,323433
525,district,Rural,Male,716237
525,district,Urban,Male,145298
526,district,Rural,Male,1518343
526,district,Urban,Male,709509
527,district,Rural,Male,1219749
527,district,Urban,Male,291093
528,district,Rural,Male,630213
528,district,Urban,Male,130908
529,district,Rural,Male,363268
529,district,Urban,Male,54064
530,district,Rural,Male,1348815
530,district,Urban,Male,631843
531,district,Rural,Male,1071124
531,district,Urban,Male,364604
28,state,Rural,Male,28243241
28,state,Urban,Male,14198905
532,district,Rural,Male,985303
532,district,Urban,Male,384294
533,district,Rural,Male,958837
533,district,Urban,Male,291804
534,district,Rural,Male,1401950
534,district,Urban,Male,478850
535,district,Rural,Male,1152806
535,district,Urban,Male,370224
536,district,Rural,Male,0
536,district,Urban,Male,2018575
537,district,Rural,Male,801013
537,district,Urban,Male,1899995
538,district,Rural,Male,1742438
538,district,Urban,Male,307948
539,district,Rural,Male,1427716
539,district,Urban,Male,332056
540,district,Rural,Male,1260594
540,district,Urban,Male,498687
541,district,Rural,Male,1066781
541,district,Urban,Male,324207
542,district,Rural,Male,1126888
542,district,Urban,Male,214850
543,district,Rural,Male,920428
543,district,Urban,Male,241049
544,district,Rural,Male,1113234
544,district,Urban,Male,1025676
545,district,Rural,Male,1922293
545,district,Urban,Male,647395
546,district,Rural,Male,1567013
546,district,Urban,Male,397905
547,district,Rural,Male,1343534
547,district,Urban,Male,923841
548,district,Rural,Male,1621491
548,district,Urban,Male,819030
549,district,Rural,Male,1382641
549,district,Urban,Male,332123
550,district,Rural,Male,1060810
550,district,Urban,Male,432164
551,district,Rural,Male,959693
551,district,Urban,Male,492084
552,district,Rural,Male,1464569
552,district,Urban,Male,574658
553,district,Rural,Male,1489157
553,district,Urban,Male,575338
554,district,Rural,Male,1474052
554,district,Urban,Male,616152
29,state,Rural,Male,18929354
29,state,Urban,Male,12037303
555,district,Rural,Male,1811094
555,district,Urban,Male,611969
556,district,Rural,Male,650267
556,district,Urban,Male,299844
557,district,Rural,Male,857562
557,district,Urban,Male,253460
558,district,Rural,Male,651250
558,district,Urban,Male,219415
559,district,Rural,Male,717972
559,district,Urban,Male,246539
560,district,Rural,Male,582958
560,district,Urban,Male,116968
561,district,Rural,Male,347585
561,district,Urban,Male,189562
562,district,Rural,Male,409416
562,district,Urban,Male,527790
563,district,Rural,Male,514910
563,district,Urban,Male,211346
564,district,Rural,Male,638450
564,district,Urban,Male,180678
565,district,Rural,Male,774093
565,district,Urban,Male,462861
566,district,Rural,Male,675573
566,district,Urban,Male,165270
567,district,Rural,Male,668267
567,district,Urban,Male,318133
568,district,Rural,Male,565821
568,district,Urban,Male,311594
569,district,Rural,Male,398847
569,district,Urban,Male,163284
570,district,Rural,Male,447545
570,district,Urban,Male,119077
571,district,Rural,Male,1048710
571,district,Urban,Male,301884
572,district,Rural,Male,464256
572,district,Urban,Male,4558405
573,district,Rural,Male,751243
573,district,Urban,Male,153842
574,district,Rural,Male,695583
574,district,Urban,Male,188084
575,district,Rural,Male,541484
575,district,Urban,Male,493230
576,district,Rural,Male,234161
576,district,Urban,Male,40447
577,district,Rural,Male,887500
577,district,Urban,Male,624100
578,district,Rural,Male,424884
578,district,Urban,Male,87347
579,district,Rural,Male,877144
579,district,Urban,Male,424611
580,district,Rural,Male,479078
580,district,Urban,Male,111251
581,district,Rural,Male,535431
581,district,Urban,Male,240965
582,district,Rural,Male,494463
582,district,Urban,Male,141974
583,district,Rural,Male,371369
583,district,Urban,Male,137803
584,district,Rural,Male,412438
584,district,Urban,Male,135570
30,state,Rural,Male,275436
30,state,Urban,Male,463704
585,district,Rural,Male,163908
585,district,Urban,Male,252769
586,district,Rural,Male,111528
586,district,Urban,Male,210935
31,state,Rural,Male,7243
31,state,Urban,Male,25880
587,district,Rural,Male,7243
587,district,Urban,Male,25880
32,state,Rural,Male,8408054
32,state,Urban,Male,7619358
588,district,Rural,Male,387716
588,district,Urban,Male,240897
589,district,Rural,Male,425682
589,district,Urban,Male,755764
590,district,Rural,Male,386283
590,district,Urban,Male,15401
591,district,Rural,Male,484784
591,district,Urban,Male,986158
592,district,Rural,Male,1095308
592,district,Urban,Male,865020
593,district,Rural,Male,1031466
593,district,Urban,Male,328012
594,district,Rural,Male,488303
594,district,Urban,Male,992460
595,district,Rural,Male,518510
595,district,Urban,Male,1101047
596,district,Rural,Male,527245
596,district,Urban,Male,25563
597,district,Rural,Male,692673
597,district,Urban,Male,275616
598,district,Rural,Male,464713
598,district,Urban,Male,548429
599,district,Rural,Male,499820
599,district,Urban,Male,61896
600,district,Rural,Male,680687
600,district,Urban,Male,566281
601,district,Rural,Male,724864
601,district,Urban,Male,856814
33,state,Rural,Male,18679065
33,state,Urban,Male,17458910
602,district,Rural,Male,650462
602,district,Urban,Male,1225600
603,district,Rural,Male,0
603,district,Urban,Male,2335844
604,district,Rural,Male,734979
604,district,Urban,Male,1277979
605,district,Rural,Male,1117101
605,district,Urban,Male,844587
606,district,Rural,Male,989726
606,district,Urban,Male,246163
607,district,Rural,Male,1481475
607,district,Urban,Male,259344
608,district,Rural,Male,883274
608,district,Urban,Male,898297
609,district,Rural,Male,520684
609,district,Urban,Male,348596
610,district,Rural,Male,552393
610,district,Urban,Male,577475
611,district,Rural,Male,145909
611,district,Urban,Male,214234
612,district,Rural,Male,678605
612,district,Urban,Male,402333
613,district,Rural,Male,312628
613,district,Urban,Male,215556
614,district,Rural,Male,688552
614,district,Urban,Male,663732
615,district,Rural,Male,233926
615,district,Urban,Male,48231
616,district,Rural,Male,333253
616,district,Urban,Male,41450
617,district,Rural,Male,868861
617,district,Urban,Male,442836
618,district,Rural,Male,619369
618,district,Urban,Male,178758
619,district,Rural,Male,499954
619,district,Urban,Male,126739
620,district,Rural,Male,765177
620,district,Urban,Male,417239
621,district,Rural,Male,645505
621,district,Urban,Male,157683
622,district,Rural,Male,462210
622,district,Urban,Male,206462
623,district,Rural,Male,601247
623,district,Urban,Male,925228
624,district,Rural,Male,290880
624,district,Urban,Male,334803
625,district,Rural,Male,480360
625,district,Urban,Male,487349
626,district,Rural,Male,474508
626,district,Urban,Male,208150
627,district,Rural,Male,430361
627,district,Urban,Male,434660
628,district,Rural,Male,768728
628,district,Urban,Male,752184
629,district,Rural,Male,164938
629,district,Urban,Male,761407
630,district,Rural,Male,643215
630,district,Urban,Male,131088
631,district,Rural,Male,742444
631,district,Urban,Male,217788
632,district,Rural,Male,419032
632,district,Urban,Male,1310265
633,district,Rural,Male,479309
633,district,Urban,Male,766850
34,state,Rural,Male,194907
34,state,Urban,Male,417604
634,district,Rural,Male,0
634,district,Urban,Male,27301
635,district,Rural,Male,144769
635,district,Urban,Male,323489
636,district,Rural,Male,0
636,district,Urban,Male,19143
637,district,Rural,Male,50138
637,district,Urban,Male,47671
35,state,Rural,Male,126287
35,state,Urban,Male,76584
638,district,Rural,Male,20727
638,district,Urban,Male,0
639,district,Rural,Male,53457
639,district,Urban,Male,1404
640,district,Rural,Male,52103
640,district,Urban,Male,75180
1,state,Rural,Female,4333583
1,state,Urban,Female,1567057
1,district,Rural,Female,353587
1,district,Urban,Female,42577
2,district,Rural,Female,312448
2,district,Urban,Female,43256
3,district,Rural,Female,39405
3,district,Urban,Female,15111
4,district,Rural,Female,56761
4,district,Urban,Female,6256
5,district,Rural,Female,208431
5,district,Urban,Female,16505
6,district,Rural,Female,279353
6,district,Urban,Female,17711
7,district,Rural,Female,248596
7,district,Urban,Female,41730
8,district,Rural,Female,393140
8,district,Urban,Female,80166
9,district,Rural,Female,154608
9,district,Urban,Female,29944
10,district,Rural,Female,8397
10,district,Urban,Female,577308
11,district,Rural,Female,116692
11,district,Urban,Female,22034
12,district,Rural,Female,231882
12,district,Urban,Female,35494
13,district,Rural,Female,122694
13,district,Urban,Female,7041
14,district,Rural,Female,384793
14,district,Urban,Female,134132
15,district,Rural,Female,168296
15,district,Urban,Female,38567
16,district,Rural,Female,181817
16,district,Urban,Female,14478
17,district,Rural,Female,129585
17,district,Urban,Female,4996
18,district,Rural,Female,103845
18,district,Urban,Female,6686
19,district,Rural,Female,213803
19,district,Urban,Female,44398
20,district,Rural,Female,136190
20,district,Urban,Female,12016
21,district,Rural,Female,363342
21,district,Urban,Female,352795
22,district,Rural,Female,125918
22,district,Urban,Female,23856
2,state,Rural,Female,3065705
2,state,Urban,Female,317024
23,district,Rural,Female,241009
23,district,Urban,Female,16751
24,district,Rural,Female,718429
24,district,Urban,Female,41055
25,district,Rural,Female,14976
25,district,Urban,Female,0
26,district,Rural,Female,193243
26,district,Urban,Female,19208
27,district,Rural,Female,471090
27,district,Urban,Female,30622
28,district,Rural,Female,222590
28,district,Urban,Female,15108
29,district,Rural,Female,236006
29,district,Urban,Female,21475
30,district,Rural,Female,177174
30,district,Urban,Female,12018
31,district,Rural,Female,228437
31,district,Urban,Female,43129
32,district,Rural,Female,226515
32,district,Urban,Female,27051
33,district,Rural,Female,298364
33,district,Urban,Female,90607
34,district,Rural,Female,37872
34,district,Urban,Female,0
3,state,Rural,Female,8250716
3,state,Urban,Female,4853157
35,district,Rural,Female,783220
35,district,Urban,Female,302486
36,district,Rural,Female,256774
36,district,Urban,Female,132083
37,district,Rural,Female,503629
37,district,Urban,Female,544750
38,district,Rural,Female,617186
38,district,Urban,Female,160382
39,district,Rural,Female,238776
39,district,Urban,Female,60243
40,district,Rural,Female,194631
40,district,Urban,Female,84737
41,district,Rural,Female,675587
41,district,Urban,Female,955336
42,district,Rural,Female,362796
42,district,Urban,Female,107030
43,district,Rural,Female,700310
43,district,Urban,Female,257127
44,district,Rural,Female,307503
44,district,Urban,Female,118771
45,district,Rural,Female,189675
45,district,Urban,Female,101162
46,district,Rural,Female,414824
46,district,Urban,Female,230504
47,district,Rural,Female,283963
47,district,Urban,Female,77056
48,district,Rural,Female,533606
48,district,Urban,Female,359558
49,district,Rural,Female,548779
49,district,Urban,Female,623469
50,district,Rural,Female,463510
50,district,Urban,Female,66748
51,district,Rural,Female,242731
51,district,Urban,Female,84411
52,district,Rural,Female,209033
52,district,Urban,Female,256342
53,district,Rural,Female,534551
53,district,Urban,Female,242589
54,district,Rural,Female,189632
54,district,Urban,Female,88373
4,state,Rural,Female,11841
4,state,Urban,Female,462946
55,district,Rural,Female,11841
55,district,Urban,Female,462946
5,state,Rural,Female,3517912
5,state,Urban,Female,1430607
56,district,Rural,Female,150406
56,district,Urban,Female,11083
57,district,Rural,Female,171840
57,district,Urban,Female,25774
58,district,Rural,Female,123620
58,district,Urban,Female,4076
59,district,Rural,Female,289411
59,district,Urban,Female,31534
60,district,Rural,Female,361862
60,district,Urban,Female,442633
61,district,Rural,Female,306539
61,district,Urban,Female,53903
62,district,Rural,Female,210904
62,district,Urban,Female,33229
63,district,Rural,Female,131204
63,district,Urban,Female,4368
64,district,Rural,Female,302833
64,district,Urban,Female,28592
65,district,Rural,Female,110463
65,district,Urban,Female,18060
66,district,Rural,Female,283614
66,district,Urban,Female,177325
67,district,Rural,Female,511672
67,district,Urban,Female,278447
68,district,Rural,Female,563544
68,district,Urban,Female,321583
6,state,Rural,Female,7735353
6,state,Urban,Female,4121375
69,district,Rural,Female,114910
69,district,Urban,Female,146704
70,district,Rural,Female,295873
70,district,Urban,Female,233774
71,district,Rural,Female,347419
71,district,Urban,Female,220068
72,district,Rural,Female,324410
72,district,Urban,Female,129269
73,district,Rural,Female,392362
73,district,Urban,Female,110939
74,district,Rural,Female,493404
74,district,Urban,Female,214208
75,district,Rural,Female,300710
75,district,Urban,Female,257870
76,district,Rural,Female,457887
76,district,Urban,Female,210815
77,district,Rural,Female,478050
77,district,Urban,Female,143096
78,district,Rural,Female,361609
78,district,Urban,Female,85042
79,district,Rural,Female,461764
79,district,Urban,Female,150843
80,district,Rural,Female,556304
80,district,Urban,Female,256065
81,district,Rural,Female,616911
81,district,Urban,Female,150862
82,district,Rural,Female,283006
82,district,Urban,Female,209719
83,district,Rural,Female,330847
83,district,Urban,Female,112891
84,district,Rural,Female,372875
84,district,Urban,Female,62548
85,district,Rural,Female,317192
85,district,Urban,Female,108805
86,district,Rural,Female,220717
86,district,Urban,Female,477025
87,district,Rural,Female,459071
87,district,Urban,Female,59030
88,district,Rural,Female,172775
88,district,Urban,Female,670848
89,district,Rural,Female,377257
89,district,Urban,Female,110954
7,state,Rural,Female,192721
7,state,Urban,Female,7607894
90,district,Rural,Female,98270
90,district,Urban,Female,1597347
91,district,Rural,Female,8200
91,district,Urban,Female,404776
92,district,Rural,Female,9809
92,district,Urban,Female,1043390
93,district,Rural,Female,1669
93,district,Urban,Female,800177
94,district,Rural,Female,0
94,district,Urban,Female,64062
95,district,Rural,Female,0
95,district,Urban,Female,274499
96,district,Rural,Female,3065
96,district,Urban,Female,1183938
97,district,Rural,Female,66334
97,district,Urban,Female,980578
98,district,Rural,Female,5374
98,district,Urban,Female,1259127
8,state,Rural,Female,24858605
8,state,Urban,Female,8138835
99,district,Rural,Female,675467
99,district,Urban,Female,250361
100,district,Rural,Female,677341
100,district,Urban,Female,166167
101,district,Rural,Female,742119
101,district,Urban,Female,381017
102,district,Rural,Female,708284
102,district,Urban,Female,279817
103,district,Rural,Female,805248
103,district,Urban,Female,235901
104,district,Rural,Female,1430220
104,district,Urban,Female,304933
105,district,Rural,Female,960006
105,district,Urban,Female,232730
106,district,Rural,Female,438136
106,district,Urban,Female,114733
107,district,Rural,Female,571958
107,district,Urban,Female,102651
108,district,Rural,Female,504492
108,district,Urban,Female,127028
109,district,Rural,Female,680716
109,district,Urban,Female,95906
110,district,Rural,Female,1511407
110,district,Urban,Female,1646264
111,district,Rural,Female,995958
111,district,Urban,Female,306385
112,district,Rural,Female,1301768
112,district,Urban,Female,309650
113,district,Rural,Female,1162223
113,district,Urban,Female,601014
114,district,Rural,Female,268447
114,district,Urban,Female,39764
115,district,Rural,Female,1148665
115,district,Urban,Female,86064
116,district,Rural,Female,819356
116,district,Urban,Female,72740
117,district,Rural,Female,403440
117,district,Urban,Female,98675
118,district,Rural,Female,790008
118,district,Urban,Female,222143
119,district,Rural,Female,758245
119,district,Urban,Female,500722
120,district,Rural,Female,535558
120,district,Urban,Female,157632
121,district,Rural,Female,426471
121,district,Urban,Female,107275
122,district,Rural,Female,940491
122,district,Urban,Female,247296
123,district,Rural,Female,485817
123,district,Urban,Female,89441
124,district,Rural,Female,648763
124,district,Urban,Female,43257
125,district,Rural,Female,827097
125,district,Urban,Female,62634
126,district,Rural,Female,622659
126,district,Urban,Female,138508
127,district,Rural,Female,373079
127,district,Urban,Female,556774
128,district,Rural,Female,466313
128,district,Urban,Female,122497
129,district,Rural,Female,575305
129,district,Urban,Female,110681
130,district,Rural,Female,1208678
130,district,Urban,Female,292941
131,district,Rural,Female,394870
131,district,Urban,Female,35234
9,state,Rural,Female,74324283
9,state,Urban,Female,21007548
132,district,Rural,Female,1130053
132,district,Urban,Female,502223
133,district,Rural,Female,1387196
133,district,Urban,Female,562882
134,district,Rural,Female,1318989
134,district,Urban,Female,442509
135,district,Rural,Female,1518361
135,district,Urban,Female,750459
136,district,Rural,Female,830294
136,district,Urban,Female,281636
137,district,Rural,Female,656969
137,district,Urban,Female,219803
138,district,Rural,Female,789587
138,district,Urban,Female,828359
139,district,Rural,Female,474216
139,district,Urban,Female,128762
140,district,Rural,Female,710876
140,district,Urban,Female,1481935
141,district,Rural,Female,314201
141,district,Urban,Female,443700
142,district,Rural,Female,1241252
142,district,Urban,Female,412659
143,district,Rural,Female,1147775
143,district,Urban,Female,574118
144,district,Rural,Female,572201
144,district,Urban,Female,156380
145,district,Rural,Female,829163
145,district,Urban,Female,350896
146,district,Rural,Female,1109418
146,district,Urban,Female,944426
147,district,Rural,Female,773115
147,district,Urban,Female,392995
148,district,Rural,Female,737713
148,district,Urban,Female,137439
149,district,Rural,Female,1406925
149,district,Urban,Female,307212
150,district,Rural,Female,1349594
150,district,Urban,Female,741100
151,district,Rural,Female,792803
151,district,Urban,Female,166202
152,district,Rural,Female,1118732
152,district,Urban,Female,281403
153,district,Rural,Female,1679529
153,district,Urban,Female,218527
154,district,Rural,Female,1855085
154,district,Urban,Female,253643
155,district,Rural,Female,1644892
155,district,Urban,Female,256511
156,district,Rural,Female,1224824
156,district,Urban,Female,253456
157,district,Rural,Female,737090
157,district,Urban,Female,1458272
158,district,Rural,Female,1505115
158,district,Urban,Female,147902
159,district,Rural,Female,683718
159,district,Urban,Female,195246
160,district,Rural,Female,641530
160,district,Urban,Female,133310
161,district,Rural,Female,562771
161,district,Urban,Female,173183
162,district,Rural,Female,528829
162,district,Urban,Female,110676
163,district,Rural,Female,751253
163,district,Urban,Female,81676
164,district,Rural,Female,728363
164,district,Urban,Female,1393099
165,district,Rural,Female,587418
165,district,Urban,Female,196464
166,district,Rural,Female,549490
166,district,Urban,Female,391677
167,district,Rural,Female,496736
167,district,Urban,Female,83845
168,district,Rural,Female,413064
168,district,Urban,Female,97684
169,district,Rural,Female,322568
169,district,Urban,Female,87032
170,district,Rural,Female,704412
170,district,Urban,Female,129122
171,district,Rural,Female,418604
171,district,Urban,Female,45405
172,district,Rural,Female,1095050
172,district,Urban,Female,152961
173,district,Rural,Female,1518316
173,district,Urban,Female,84740
174,district,Rural,Female,701805
174,district,Urban,Female,59306
175,district,Rural,Female,2140559
175,district,Urban,Female,682025
176,district,Rural,Female,1396441
176,district,Urban,Female,157185
177,district,Rural,Female,1051486
177,district,Urban,Female,159882
178,district,Rural,Female,1049396
178,district,Urban,Female,136082
179,district,Rural,Female,1786705
179,district,Urban,Female,95826
180,district,Rural,Female,1508565
180,district,Urban,Female,135282
181,district,Rural,Female,505031
181,district,Urban,Female,18433
182,district,Rural,Female,954331
182,district,Urban,Female,79613
183,district,Rural,Female,1539832
183,district,Urban,Female,106941
184,district,Rural,Female,1186465
184,district,Urban,Female,77737
185,district,Rural,Female,1143521
185,district,Urban,Female,65671
186,district,Rural,Female,784043
186,district,Urban,Female,61484
187,district,Rural,Female,1237847
187,district,Urban,Female,65102
188,district,Rural,Female,1766040
188,district,Urban,Female,397078
189,district,Rural,Female,1666060
189,district,Urban,Female,80429
190,district,Rural,Female,1411032
190,district,Urban,Female,152478
191,district,Rural,Female,2137805
191,district,Urban,Female,191104
192,district,Rural,Female,847917
192,district,Urban,Female,243342
193,district,Rural,Female,1421647
193,district,Urban,Female,145225
194,district,Rural,Female,2106407
194,district,Urban,Female,167332
195,district,Rural,Female,1634257
195,district,Urban,Female,130936
196,district,Rural,Female,819573
196,district,Urban,Female,115278
197,district,Rural,Female,1003264
197,district,Urban,Female,751720
198,district,Rural,Female,662322
198,district,Urban,Female,108792
199,district,Rural,Female,1022265
199,district,Urban,Female,162403
200,district,Rural,Female,744872
200,district,Urban,Female,146343
201,district,Rural,Female,700749
201,district,Urban,Female,126392
202,district,Rural,Female,535956
202,district,Urban,Female,136598
10,state,Rural,Female,44267586
10,state,Urban,Female,5553709
203,district,Rural,Female,1688068
203,district,Urban,Female,185864
204,district,Rural,Female,2229847
204,district,Urban,Female,188315
205,district,Rural,Female,296338
205,district,Urban,Female,13235
206,district,Rural,Female,1531391
206,district,Urban,Female,88931
207,district,Rural,Female,2081597
207,district,Urban,Female,76469
208,district,Rural,Female,1024023
208,district,Urban,Female,49770
209,district,Rural,Female,1268538
209,district,Urban,Female,79698
210,district,Rural,Female,745959
210,district,Urban,Female,77471
211,district,Rural,Female,1402092
211,district,Urban,Female,163157
212,district,Rural,Female,1341463
212,district,Urban,Female,129136
213,district,Rural,Female,912541
213,district,Urban,Female,41662
214,district,Rural,Female,830238
214,district,Urban,Female,73249
215,district,Rural,Female,1695512
215,district,Urban,Female,181924
216,district,Rural,Female,2050813
216,district,Urban,Female,222752
217,district,Rural,Female,1214240
217,district,Urban,Female,80106
218,district,Rural,Female,1567866
218,district,Urban,Female,87508
219,district,Rural,Female,1760541
219,district,Urban,Female,168500
220,district,Rural,Female,1540721
220,district,Urban,Female,109765
221,district,Rural,Female,1961496
221,district,Urban,Female,70067
222,district,Rural,Female,1134410
222,district,Urban,Female,268471
223,district,Rural,Female,742446
223,district,Urban,Female,40654
224,district,Rural,Female,1139848
224,district,Urban,Female,282255
225,district,Rural,Female,934353
225,district,Urban,Female,33270
226,district,Rural,Female,460346
226,district,Urban,Female,178378
227,district,Rural,Female,407038
227,district,Urban,Female,67529
228,district,Rural,Female,254980
228,district,Urban,Female,51619
229,district,Rural,Female,1162031
229,district,Urban,Female,218562
230,district,Rural,Female,1577850
230,district,Urban,Female,1182103
231,district,Rural,Female,1114272
231,district,Urban,Female,183755
232,district,Rural,Female,740767
232,district,Urban,Female,77608
233,district,Rural,Female,748515
233,district,Urban,Female,30863
234,district,Rural,Female,1213877
234,district,Urban,Female,202495
235,district,Rural,Female,1108600
235,district,Urban,Female,112789
236,district,Rural,Female,1849225
236,district,Urban,Female,275627
237,district,Rural,Female,971911
237,district,Urban,Female,102567
238,district,Rural,Female,775296
238,district,Urban,Female,69045
239,district,Rural,Female,475963
239,district,Urban,Female,63768
240,district,Rural,Female,312574
240,district,Urban,Female,24772
11,state,Rural,Female,214202
11,state,Urban,Female,73305
241,district,Rural,Female,16791
241,district,Urban,Female,2188
242,district,Rural,Female,63659
242,district,Urban,Female,2538
243,district,Rural,Female,59803
243,district,Urban,Female,10377
244,district,Rural,Female,73949
244,district,Urban,Female,58202
12,state,Rural,Female,520347
12,state,Urban,Female,149468
245,district,Rural,Female,17983
245,district,Urban,Female,2843
246,district,Rural,Female,30206
246,district,Urban,Female,7586
247,district,Rural,Female,30834
247,district,Urban,Female,9081
248,district,Rural,Female,39675
248,district,Urban,Female,47716
249,district,Rural,Female,35203
249,district,Urban,Female,6487
250,district,Rural,Female,42619
250,district,Urban,Female,11487
251,district,Rural,Female,35432
251,district,Urban,Female,13666
252,district,Rural,Female,13445
252,district,Urban,Female,3176
253,district,Rural,Female,62715
253,district,Urban,Female,8563
254,district,Rural,Female,44980
254,district,Urban,Female,9391
255,district,Rural,Female,34764
255,district,Urban,Female,6423
256,district,Rural,Female,45659
256,district,Urban,Female,1099
257,district,Rural,Female,2522
257,district,Urban,Female,1068
258,district,Rural,Female,20702
258,district,Urban,Female,5325
259,district,Rural,Female,54305
259,district,Urban,Female,15200
260,district,Rural,Female,9303
260,district,Urban,Female,357
13,state,Rural,Female,682064
13,state,Urban,Female,271789
261,district,Rural,Female,102347
261,district,Urban,Female,16160
262,district,Rural,Female,67524
262,district,Urban,Female,26006
263,district,Rural,Female,56374
263,district,Urban,Female,13166
264,district,Rural,Female,64904
264,district,Urban,Female,16934
265,district,Rural,Female,87507
265,district,Urban,Female,93910
266,district,Rural,Female,68314
266,district,Urban,Female,11361
267,district,Rural,Female,77360
267,district,Urban,Female,17303
268,district,Rural,Female,20360
268,district,Urban,Female,3622
269,district,Rural,Female,28274
269,district,Urban,Female,7900
270,district,Rural,Female,70531
270,district,Urban,Female,58491
271,district,Rural,Female,38569
271,district,Urban,Female,6936
14,state,Rural,Female,994756
14,state,Urban,Female,422452
272,district,Rural,Female,228069
272,district,Urban,Female,3756
273,district,Rural,Female,58754
273,district,Urban,Female,9526
274,district,Rural,Female,126127
274,district,Urban,Female,9196
275,district,Rural,Female,74723
275,district,Urban,Female,43894
276,district,Rural,Female,135365
276,district,Urban,Female,75958
277,district,Rural,Female,98165
277,district,Urban,Female,164773
278,district,Rural,Female,136117
278,district,Urban,Female,93902
279,district,Rural,Female,76010
279,district,Urban,Female,13270
280,district,Rural,Female,61426
280,district,Urban,Female,8177
15,state,Rural,Female,256300
15,state,Urban,Female,285567
281,district,Rural,Female,34330
281,district,Urban,Female,7206
282,district,Rural,Female,17980
282,district,Urban,Female,23057
283,district,Rural,Female,41775
283,district,Urban,Female,159264
284,district,Rural,Female,38106
284,district,Urban,Female,24251
285,district,Rural,Female,16275
285,district,Urban,Female,15811
286,district,Rural,Female,45099
286,district,Urban,Female,33438
287,district,Rural,Female,47124
287,district,Urban,Female,10171
288,district,Rural,Female,15611
288,district,Urban,Female,12369
16,state,Rural,Female,1325291
16,state,Urban,Female,474250
289,district,Rural,Female,511381
289,district,Urban,Female,334930
290,district,Rural,Female,368183
290,district,Urban,Female,60274
291,district,Rural,Female,163958
291,district,Urban,Female,19728
292,district,Rural,Female,281769
292,district,Urban,Female,59318
17,state,Rural,Female,1177179
17,state,Urban,Female,297878
293,district,Rural,Female,281510
293,district,Urban,Female,37622
294,district,Rural,Female,134962
294,district,Urban,Female,21732
295,district,Rural,Female,62733
295,district,Urban,Female,6431
296,district,Rural,Female,167976
