,,State,District,Level,Name,TRU,Total,sex,literacy type
TRU,638,10,203,DISTRICT,Pashchim Champaran,Urban,72468,Male,Illiterate
TRU,640,10,204,DISTRICT,Purba Champaran,Rural,1198281,Male,Illiterate
TRU,641,10,204,DISTRICT,Purba Champaran,Urban,75325,Male,Illiterate
TRU,643,10,205,DISTRICT,Sheohar,Rural,168631,Male,Illiterate
TRU,644,10,205,DISTRICT,Sheohar,Urban,6397,Male,Illiterate
TRU,646,10,206,DISTRICT,Sitamarhi,Rural,883493,Male,Illiterate
TRU,647,10,206,DISTRICT,Sitamarhi,Urban,34571,Male,Illiterate
TRU,649,10,207,DISTRICT,Madhubani,Rural,960662,Male,Illiterate
TRU,650,10,207,DISTRICT,Madhubani,Urban,28566,Male,Illiterate
TRU,652,10,208,DISTRICT,Supaul,Rural,489507,Male,Illiterate
TRU,653,10,208,DISTRICT,Supaul,Urban,18104,Male,Illiterate
TRU,655,10,209,DISTRICT,Araria,Rural,704686,Male,Illiterate
TRU,656,10,209,DISTRICT,Araria,Urban,31004,Male,Illiterate
TRU,658,10,210,DISTRICT,Kishanganj,Rural,397008,Male,Illiterate
TRU,659,10,210,DISTRICT,Kishanganj,Urban,30041,Male,Illiterate
TRU,661,10,211,DISTRICT,Purnia,Rural,833009,Male,Illiterate
TRU,662,10,211,DISTRICT,Purnia,Urban,61100,Male,Illiterate
TRU,664,10,212,DISTRICT,Katihar,Rural,795660,Male,Illiterate
TRU,665,10,212,DISTRICT,Katihar,Urban,42514,Male,Illiterate
TRU,667,10,213,DISTRICT,Madhepura,Rural,514553,Male,Illiterate
TRU,668,10,213,DISTRICT,Madhepura,Urban,15340,Male,Illiterate
TRU,670,10,214,DISTRICT,Saharsa,Rural,464789,Male,Illiterate
TRU,671,10,214,DISTRICT,Saharsa,Urban,26011,Male,Illiterate
TRU,673,10,215,DISTRICT,Darbhanga,Rural,874203,Male,Illiterate
TRU,674,10,215,DISTRICT,Darbhanga,Urban,60180,Male,Illiterate
TRU,676,10,216,DISTRICT,Muzaffarpur,Rural,972806,Male,Illiterate
TRU,677,10,216,DISTRICT,Muzaffarpur,Urban,67574,Male,Illiterate
TRU,679,10,217,DISTRICT,Gopalganj,Rural,448688,Male,Illiterate
TRU,680,10,217,DISTRICT,Gopalganj,Urban,25073,Male,Illiterate
TRU,682,10,218,DISTRICT,Siwan,Rural,532769,Male,Illiterate
TRU,683,10,218,DISTRICT,Siwan,Urban,26415,Male,Illiterate
TRU,685,10,219,DISTRICT,Saran,Rural,681179,Male,Illiterate
TRU,686,10,219,DISTRICT,Saran,Urban,55875,Male,Illiterate
TRU,688,10,220,DISTRICT,Vaishali,Rural,652718,Male,Illiterate
TRU,689,10,220,DISTRICT,Vaishali,Urban,39241,Male,Illiterate
TRU,691,10,221,DISTRICT,Samastipur,Rural,916018,Male,Illiterate
TRU,692,10,221,DISTRICT,Samastipur,Urban,20410,Male,Illiterate
TRU,694,10,222,DISTRICT,Begusarai,Rural,544428,Male,Illiterate
TRU,695,10,222,DISTRICT,Begusarai,Urban,104725,Male,Illiterate
TRU,697,10,223,DISTRICT,Khagaria,Rural,407981,Male,Illiterate
TRU,698,10,223,DISTRICT,Khagaria,Urban,14652,Male,Illiterate
TRU,700,10,224,DISTRICT,Bhagalpur,Rural,578596,Male,Illiterate
TRU,701,10,224,DISTRICT,Bhagalpur,Urban,99398,Male,Illiterate
TRU,703,10,225,DISTRICT,Banka,Rural,463165,Male,Illiterate
TRU,704,10,225,DISTRICT,Banka,Urban,13014,Male,Illiterate
TRU,706,10,226,DISTRICT,Munger,Rural,203058,Male,Illiterate
TRU,707,10,226,DISTRICT,Munger,Urban,52242,Male,Illiterate
TRU,709,10,227,DISTRICT,Lakhisarai,Rural,194718,Male,Illiterate
TRU,710,10,227,DISTRICT,Lakhisarai,Urban,26445,Male,Illiterate
TRU,712,10,228,DISTRICT,Sheikhpura,Rural,113236,Male,Illiterate
TRU,713,10,228,DISTRICT,Sheikhpura,Urban,20076,Male,Illiterate
TRU,715,10,229,DISTRICT,Nalanda,Rural,501205,Male,Illiterate
TRU,716,10,229,DISTRICT,Nalanda,Urban,76297,Male,Illiterate
TRU,718,10,230,DISTRICT,Patna,Rural,710552,Male,Illiterate
TRU,719,10,230,DISTRICT,Patna,Urban,339913,Male,Illiterate
TRU,721,10,231,DISTRICT,Bhojpur,Rural,399555,Male,Illiterate
TRU,722,10,231,DISTRICT,Bhojpur,Urban,57339,Male,Illiterate
TRU,724,10,232,DISTRICT,Buxar,Rural,271003,Male,Illiterate
TRU,725,10,232,DISTRICT,Buxar,Urban,23430,Male,Illiterate
TRU,727,10,233,DISTRICT,Kaimur (Bhabua),Rural,288573,Male,Illiterate
TRU,728,10,233,DISTRICT,Kaimur (Bhabua),Urban,8510,Male,Illiterate
TRU,730,10,234,DISTRICT,Rohtas,Rural,419317,Male,Illiterate
TRU,731,10,234,DISTRICT,Rohtas,Urban,62446,Male,Illiterate
TRU,733,10,235,DISTRICT,Aurangabad,Rural,415047,Male,Illiterate
TRU,734,10,235,DISTRICT,Aurangabad,Urban,34904,Male,Illiterate
TRU,736,10,236,DISTRICT,Gaya,Rural,817175,Male,Illiterate
TRU,737,10,236,DISTRICT,Gaya,Urban,80588,Male,Illiterate
TRU,739,10,237,DISTRICT,Nawada,Rural,449576,Male,Illiterate
TRU,740,10,237,DISTRICT,Nawada,Urban,35618,Male,Illiterate
TRU,742,10,238,DISTRICT,Jamui,Rural,358592,Male,Illiterate
TRU,743,10,238,DISTRICT,Jamui,Urban,23087,Male,Illiterate
TRU,745,10,239,DISTRICT,Jehanabad,Rural,190014,Male,Illiterate
TRU,746,10,239,DISTRICT,Jehanabad,Urban,21156,Male,Illiterate
TRU,748,10,240,DISTRICT,Arwal,Rural,120153,Male,Illiterate
TRU,749,10,240,DISTRICT,Arwal,Urban,8065,Male,Illiterate
TRU,751,11,0,STATE,SIKKIM,Rural,58552,Male,Illiterate
TRU,752,11,0,STATE,SIKKIM,Urban,13249,Male,Illiterate
TRU,754,11,241,DISTRICT,North  District,Rural,5580,Male,Illiterate
TRU,755,11,241,DISTRICT,North  District,Urban,571,Male,Illiterate
TRU,757,11,242,DISTRICT,West District,Rural,17817,Male,Illiterate
TRU,758,11,242,DISTRICT,West District,Urban,433,Male,Illiterate
TRU,760,11,243,DISTRICT,South District,Rural,15509,Male,Illiterate
TRU,761,11,243,DISTRICT,South District,Urban,1804,Male,Illiterate
TRU,763,11,244,DISTRICT,East District,Rural,19646,Male,Illiterate
TRU,764,11,244,DISTRICT,East District,Urban,10441,Male,Illiterate
TRU,766,12,0,STATE,ARUNACHAL PRADESH,Rural,236621,Male,Illiterate
TRU,767,12,0,STATE,ARUNACHAL PRADESH,Urban,37423,Male,Illiterate
TRU,769,12,245,DISTRICT,Tawang,Rural,10757,Male,Illiterate
TRU,770,12,245,DISTRICT,Tawang,Urban,674,Male,Illiterate
TRU,772,12,246,DISTRICT,West Kameng,Rural,14456,Male,Illiterate
TRU,773,12,246,DISTRICT,West Kameng,Urban,2133,Male,Illiterate
TRU,775,12,247,DISTRICT,East Kameng,Rural,14403,Male,Illiterate
TRU,776,12,247,DISTRICT,East Kameng,Urban,2773,Male,Illiterate
TRU,778,12,248,DISTRICT,Papum Pare,Rural,12662,Male,Illiterate
TRU,779,12,248,DISTRICT,Papum Pare,Urban,10726,Male,Illiterate
TRU,781,12,249,DISTRICT,Upper Subansiri,Rural,15225,Male,Illiterate
TRU,782,12,249,DISTRICT,Upper Subansiri,Urban,1726,Male,Illiterate
TRU,784,12,250,DISTRICT,West Siang,Rural,18754,Male,Illiterate
TRU,785,12,250,DISTRICT,West Siang,Urban,2637,Male,Illiterate
TRU,787,12,251,DISTRICT,East Siang,Rural,12453,Male,Illiterate
TRU,788,12,251,DISTRICT,East Siang,Urban,3453,Male,Illiterate
TRU,790,12,252,DISTRICT,Upper Siang,Rural,7055,Male,Illiterate
TRU,791,12,252,DISTRICT,Upper Siang,Urban,921,Male,Illiterate
TRU,793,12,253,DISTRICT,Changlang,Rural,30860,Male,Illiterate
TRU,794,12,253,DISTRICT,Changlang,Urban,2061,Male,Illiterate
TRU,796,12,254,DISTRICT,Tirap,Rural,25557,Male,Illiterate
TRU,797,12,254,DISTRICT,Tirap,Urban,2734,Male,Illiterate
TRU,799,12,255,DISTRICT,Lower Subansiri,Rural,11084,Male,Illiterate
TRU,800,12,255,DISTRICT,Lower Subansiri,Urban,1289,Male,Illiterate
TRU,802,12,256,DISTRICT,Kurung Kumey,Rural,24586,Male,Illiterate
TRU,803,12,256,DISTRICT,Kurung Kumey,Urban,474,Male,Illiterate
TRU,805,12,257,DISTRICT,Dibang Valley,Rural,1511,Male,Illiterate
TRU,806,12,257,DISTRICT,Dibang Valley,Urban,289,Male,Illiterate
TRU,808,12,258,DISTRICT,Lower Dibang Valley,Rural,8910,Male,Illiterate
TRU,809,12,258,DISTRICT,Lower Dibang Valley,Urban,1056,Male,Illiterate
TRU,811,12,259,DISTRICT,Lohit,Rural,23539,Male,Illiterate
TRU,812,12,259,DISTRICT,Lohit,Urban,4302,Male,Illiterate
TRU,814,12,260,DISTRICT,Anjaw,Rural,4809,Male,Illiterate
TRU,815,12,260,DISTRICT,Anjaw,Urban,175,Male,Illiterate
TRU,817,13,0,STATE,NAGALAND,Rural,241451,Male,Illiterate
TRU,818,13,0,STATE,NAGALAND,Urban,59241,Male,Illiterate
TRU,820,13,261,DISTRICT,Mon,Rural,59531,Male,Illiterate
TRU,821,13,261,DISTRICT,Mon,Urban,4790,Male,Illiterate
TRU,823,13,262,DISTRICT,Mokokchung,Rural,13066,Male,Illiterate
TRU,824,13,262,DISTRICT,Mokokchung,Urban,4547,Male,Illiterate
TRU,826,13,263,DISTRICT,Zunheboto,Rural,15409,Male,Illiterate
TRU,827,13,263,DISTRICT,Zunheboto,Urban,2304,Male,Illiterate
TRU,829,13,264,DISTRICT,Wokha,Rural,14768,Male,Illiterate
TRU,830,13,264,DISTRICT,Wokha,Urban,2352,Male,Illiterate
TRU,832,13,265,DISTRICT,Dimapur,Rural,25095,Male,Illiterate
TRU,833,13,265,DISTRICT,Dimapur,Urban,22157,Male,Illiterate
TRU,835,13,266,DISTRICT,Phek,Rural,23192,Male,Illiterate
TRU,836,13,266,DISTRICT,Phek,Urban,2625,Male,Illiterate
TRU,838,13,267,DISTRICT,Tuensang,Rural,34349,Male,Illiterate
TRU,839,13,267,DISTRICT,Tuensang,Urban,3931,Male,Illiterate
TRU,841,13,268,DISTRICT,Longleng,Rural,9495,Male,Illiterate
TRU,842,13,268,DISTRICT,Longleng,Urban,868,Male,Illiterate
TRU,844,13,269,DISTRICT,Kiphire,Rural,12988,Male,Illiterate
TRU,845,13,269,DISTRICT,Kiphire,Urban,2167,Male,Illiterate
TRU,847,13,270,DISTRICT,Kohima,Rural,20098,Male,Illiterate
TRU,848,13,270,DISTRICT,Kohima,Urban,11830,Male,Illiterate
TRU,850,13,271,DISTRICT,Peren,Rural,13460,Male,Illiterate
TRU,851,13,271,DISTRICT,Peren,Urban,1670,Male,Illiterate
TRU,853,14,0,STATE,MANIPUR,Rural,316750,Male,Illiterate
TRU,854,14,0,STATE,MANIPUR,Urban,81978,Male,Illiterate
TRU,856,14,272,DISTRICT,Senapati,Rural,98474,Male,Illiterate
TRU,857,14,272,DISTRICT,Senapati,Urban,837,Male,Illiterate
TRU,859,14,273,DISTRICT,Tamenglong,Rural,22805,Male,Illiterate
TRU,860,14,273,DISTRICT,Tamenglong,Urban,2163,Male,Illiterate
TRU,862,14,274,DISTRICT,Churachandpur,Rural,33155,Male,Illiterate
TRU,863,14,274,DISTRICT,Churachandpur,Urban,1652,Male,Illiterate
TRU,865,14,275,DISTRICT,Bishnupur,Rural,21140,Male,Illiterate
TRU,866,14,275,DISTRICT,Bishnupur,Urban,10329,Male,Illiterate
TRU,868,14,276,DISTRICT,Thoubal,Rural,40756,Male,Illiterate
TRU,869,14,276,DISTRICT,Thoubal,Urban,17472,Male,Illiterate
TRU,871,14,277,DISTRICT,Imphal West,Rural,21979,Male,Illiterate
TRU,872,14,277,DISTRICT,Imphal West,Urban,27090,Male,Illiterate
TRU,874,14,278,DISTRICT,Imphal East,Rural,35852,Male,Illiterate
TRU,875,14,278,DISTRICT,Imphal East,Urban,16928,Male,Illiterate
TRU,877,14,279,DISTRICT,Ukhrul,Rural,21823,Male,Illiterate
TRU,878,14,279,DISTRICT,Ukhrul,Urban,2747,Male,Illiterate
TRU,880,14,280,DISTRICT,Chandel,Rural,20766,Male,Illiterate
TRU,881,14,280,DISTRICT,Chandel,Urban,2760,Male,Illiterate
TRU,883,15,0,STATE,MIZORAM,Rural,73735,Male,Illiterate
TRU,884,15,0,STATE,MIZORAM,Urban,43075,Male,Illiterate
TRU,886,15,281,DISTRICT,Mamit,Rural,10403,Male,Illiterate
TRU,887,15,281,DISTRICT,Mamit,Urban,1448,Male,Illiterate
TRU,889,15,282,DISTRICT,Kolasib,Rural,4710,Male,Illiterate
TRU,890,15,282,DISTRICT,Kolasib,Urban,4061,Male,Illiterate
TRU,892,15,283,DISTRICT,Aizawl,Rural,7866,Male,Illiterate
TRU,893,15,283,DISTRICT,Aizawl,Urban,21857,Male,Illiterate
TRU,895,15,284,DISTRICT,Champhai,Rural,7730,Male,Illiterate
TRU,896,15,284,DISTRICT,Champhai,Urban,4218,Male,Illiterate
TRU,898,15,285,DISTRICT,Serchhip,Rural,2896,Male,Illiterate
TRU,899,15,285,DISTRICT,Serchhip,Urban,2357,Male,Illiterate
TRU,901,15,286,DISTRICT,Lunglei,Rural,13510,Male,Illiterate
TRU,902,15,286,DISTRICT,Lunglei,Urban,4866,Male,Illiterate
TRU,904,15,287,DISTRICT,Lawngtlai,Rural,22296,Male,Illiterate
TRU,905,15,287,DISTRICT,Lawngtlai,Urban,1859,Male,Illiterate
TRU,907,15,288,DISTRICT,Saiha,Rural,4324,Male,Illiterate
TRU,908,15,288,DISTRICT,Saiha,Urban,2409,Male,Illiterate
TRU,910,16,0,STATE,TRIPURA,Rural,305670,Male,Illiterate
TRU,911,16,0,STATE,TRIPURA,Urban,67337,Male,Illiterate
TRU,913,16,289,DISTRICT,West Tripura,Rural,109139,Male,Illiterate
TRU,914,16,289,DISTRICT,West Tripura,Urban,47291,Male,Illiterate
TRU,916,16,290,DISTRICT,South Tripura,Rural,87967,Male,Illiterate
TRU,917,16,290,DISTRICT,South Tripura,Urban,8495,Male,Illiterate
TRU,919,16,291,DISTRICT,Dhalai,Rural,40133,Male,Illiterate
TRU,920,16,291,DISTRICT,Dhalai,Urban,2768,Male,Illiterate
TRU,922,16,292,DISTRICT,North Tripura,Rural,68431,Male,Illiterate
TRU,923,16,292,DISTRICT,North Tripura,Urban,8783,Male,Illiterate
TRU,925,17,0,STATE,MEGHALAYA,Rural,518624,Male,Illiterate
TRU,926,17,0,STATE,MEGHALAYA,Urban,59329,Male,Illiterate
TRU,928,17,293,DISTRICT,West Garo Hills,Rural,123903,Male,Illiterate
TRU,929,17,293,DISTRICT,West Garo Hills,Urban,6818,Male,Illiterate
TRU,931,17,294,DISTRICT,East Garo Hills,Rural,54058,Male,Illiterate
TRU,932,17,294,DISTRICT,East Garo Hills,Urban,4652,Male,Illiterate
TRU,934,17,295,DISTRICT,South Garo Hills,Rural,26590,Male,Illiterate
TRU,935,17,295,DISTRICT,South Garo Hills,Urban,1577,Male,Illiterate
TRU,937,17,296,DISTRICT,West Khasi Hills,Rural,69887,Male,Illiterate
TRU,938,17,296,DISTRICT,West Khasi Hills,Urban,6521,Male,Illiterate
TRU,940,17,297,DISTRICT,Ribhoi,Rural,48023,Male,Illiterate
TRU,941,17,297,DISTRICT,Ribhoi,Urban,3531,Male,Illiterate
TRU,943,17,298,DISTRICT,East Khasi Hills,Rural,90164,Male,Illiterate
TRU,944,17,298,DISTRICT,East Khasi Hills,Urban,33315,Male,Illiterate
TRU,946,17,299,DISTRICT,Jaintia Hills,Rural,105999,Male,Illiterate
TRU,947,17,299,DISTRICT,Jaintia Hills,Urban,2915,Male,Illiterate
TRU,949,18,0,STATE,ASSAM,Rural,4972796,Male,Illiterate
TRU,950,18,0,STATE,ASSAM,Urban,398008,Male,Illiterate
TRU,952,18,300,DISTRICT,Kokrajhar,Rural,172788,Male,Illiterate
TRU,953,18,300,DISTRICT,Kokrajhar,Urban,4897,Male,Illiterate
TRU,955,18,301,DISTRICT,Dhubri,Rural,462519,Male,Illiterate
TRU,956,18,301,DISTRICT,Dhubri,Urban,23778,Male,Illiterate
TRU,958,18,302,DISTRICT,Goalpara,Rural,187159,Male,Illiterate
TRU,959,18,302,DISTRICT,Goalpara,Urban,21831,Male,Illiterate
TRU,961,18,303,DISTRICT,Barpeta,Rural,354087,Male,Illiterate
TRU,962,18,303,DISTRICT,Barpeta,Urban,13879,Male,Illiterate
TRU,964,18,304,DISTRICT,Morigaon,Rural,188520,Male,Illiterate
TRU,965,18,304,DISTRICT,Morigaon,Urban,8433,Male,Illiterate
TRU,967,18,305,DISTRICT,Nagaon,Rural,481468,Male,Illiterate
TRU,968,18,305,DISTRICT,Nagaon,Urban,35794,Male,Illiterate
TRU,970,18,306,DISTRICT,Sonitpur,Rural,348834,Male,Illiterate
TRU,971,18,306,DISTRICT,Sonitpur,Urban,14545,Male,Illiterate
TRU,973,18,307,DISTRICT,Lakhimpur,Rural,144776,Male,Illiterate
TRU,974,18,307,DISTRICT,Lakhimpur,Urban,9346,Male,Illiterate
TRU,976,18,308,DISTRICT,Dhemaji,Rural,107896,Male,Illiterate
TRU,977,18,308,DISTRICT,Dhemaji,Urban,5592,Male,Illiterate
TRU,979,18,309,DISTRICT,Tinsukia,Rural,201524,Male,Illiterate
TRU,980,18,309,DISTRICT,Tinsukia,Urban,25258,Male,Illiterate
TRU,982,18,310,DISTRICT,Dibrugarh,Rural,165177,Male,Illiterate
TRU,983,18,310,DISTRICT,Dibrugarh,Urban,19896,Male,Illiterate
TRU,985,18,311,DISTRICT,Sivasagar,Rural,135014,Male,Illiterate
TRU,986,18,311,DISTRICT,Sivasagar,Urban,9435,Male,Illiterate
TRU,988,18,312,DISTRICT,Jorhat,Rural,106270,Male,Illiterate
TRU,989,18,312,DISTRICT,Jorhat,Urban,18200,Male,Illiterate
TRU,991,18,313,DISTRICT,Golaghat,Rural,139086,Male,Illiterate
TRU,992,18,313,DISTRICT,Golaghat,Urban,7600,Male,Illiterate
TRU,994,18,314,DISTRICT,Karbi Anglong,Rural,164710,Male,Illiterate
TRU,995,18,314,DISTRICT,Karbi Anglong,Urban,11204,Male,Illiterate
TRU,997,18,315,DISTRICT,Dima Hasao,Rural,27159,Male,Illiterate
TRU,998,18,315,DISTRICT,Dima Hasao,Urban,5084,Male,Illiterate
TRU,1000,18,316,DISTRICT,Cachar,Rural,217462,Male,Illiterate
TRU,1001,18,316,DISTRICT,Cachar,Urban,28876,Male,Illiterate
TRU,1003,18,317,DISTRICT,Karimganj,Rural,181664,Male,Illiterate
TRU,1004,18,317,DISTRICT,Karimganj,Urban,8258,Male,Illiterate
TRU,1006,18,318,DISTRICT,Hailakandi,Rural,107658,Male,Illiterate
TRU,1007,18,318,DISTRICT,Hailakandi,Urban,3396,Male,Illiterate
TRU,1009,18,319,DISTRICT,Bongaigaon,Rural,128628,Male,Illiterate
TRU,1010,18,319,DISTRICT,Bongaigaon,Urban,10076,Male,Illiterate
TRU,1012,18,320,DISTRICT,Chirang,Rural,94793,Male,Illiterate
TRU,1013,18,320,DISTRICT,Chirang,Urban,4198,Male,Illiterate
TRU,1015,18,321,DISTRICT,Kamrup,Rural,216533,Male,Illiterate
TRU,1016,18,321,DISTRICT,Kamrup,Urban,11709,Male,Illiterate
TRU,1018,18,322,DISTRICT,Kamrup Metropolitan,Rural,30959,Male,Illiterate
TRU,1019,18,322,DISTRICT,Kamrup Metropolitan,Urban,79399,Male,Illiterate
TRU,1021,18,323,DISTRICT,Nalbari,Rural,96537,Male,Illiterate
TRU,1022,18,323,DISTRICT,Nalbari,Urban,6285,Male,Illiterate
TRU,1024,18,324,DISTRICT,Baksa,Rural,156847,Male,Illiterate
TRU,1025,18,324,DISTRICT,Baksa,Urban,1869,Male,Illiterate
TRU,1027,18,325,DISTRICT,Darrang,Rural,201149,Male,Illiterate
TRU,1028,18,325,DISTRICT,Darrang,Urban,5458,Male,Illiterate
TRU,1030,18,326,DISTRICT,Udalguri,Rural,153579,Male,Illiterate
TRU,1031,18,326,DISTRICT,Udalguri,Urban,3712,Male,Illiterate
TRU,1033,19,0,STATE,WEST BENGAL,Rural,9996748,Male,Illiterate
TRU,1034,19,0,STATE,WEST BENGAL,Urban,2993469,Male,Illiterate
TRU,1036,19,327,DISTRICT,Darjiling,Rural,156183,Male,Illiterate
TRU,1037,19,327,DISTRICT,Darjiling,Urban,63403,Male,Illiterate
TRU,1039,19,328,DISTRICT,Jalpaiguri,Rural,464930,Male,Illiterate
TRU,1040,19,328,DISTRICT,Jalpaiguri,Urban,121512,Male,Illiterate
TRU,1042,19,329,DISTRICT,Koch Bihar,Rural,398524,Male,Illiterate
TRU,1043,19,329,DISTRICT,Koch Bihar,Urban,24285,Male,Illiterate
TRU,1045,19,330,DISTRICT,Uttar Dinajpur,Rural,648828,Male,Illiterate
TRU,1046,19,330,DISTRICT,Uttar Dinajpur,Urban,48743,Male,Illiterate
TRU,1048,19,331,DISTRICT,Dakshin Dinajpur,Rural,242174,Male,Illiterate
TRU,1049,19,331,DISTRICT,Dakshin Dinajpur,Urban,18551,Male,Illiterate
TRU,1051,19,332,DISTRICT,Maldah,Rural,806927,Male,Illiterate
TRU,1052,19,332,DISTRICT,Maldah,Urban,92595,Male,Illiterate
TRU,1054,19,333,DISTRICT,Murshidabad,Rural,1204137,Male,Illiterate
TRU,1055,19,333,DISTRICT,Murshidabad,Urban,246240,Male,Illiterate
TRU,1057,19,334,DISTRICT,Birbhum,Rural,536315,Male,Illiterate
TRU,1058,19,334,DISTRICT,Birbhum,Urban,53124,Male,Illiterate
TRU,1060,19,335,DISTRICT,Barddhaman,Rural,702231,Male,Illiterate
TRU,1061,19,335,DISTRICT,Barddhaman,Urban,346618,Male,Illiterate
TRU,1063,19,336,DISTRICT,Nadia,Rural,639676,Male,Illiterate
TRU,1064,19,336,DISTRICT,Nadia,Urban,135226,Male,Illiterate
TRU,1066,19,337,DISTRICT,North Twenty Four Parganas,Rural,603528,Male,Illiterate
TRU,1067,19,337,DISTRICT,North Twenty Four Parganas,Urban,459815,Male,Illiterate
TRU,1069,19,338,DISTRICT,Hugli,Rural,413178,Male,Illiterate
TRU,1070,19,338,DISTRICT,Hugli,Urban,189698,Male,Illiterate
TRU,1072,19,339,DISTRICT,Bankura,Rural,511402,Male,Illiterate
TRU,1073,19,339,DISTRICT,Bankura,Urban,27356,Male,Illiterate
TRU,1075,19,340,DISTRICT,Puruliya,Rural,445588,Male,Illiterate
TRU,1076,19,340,DISTRICT,Puruliya,Urban,49350,Male,Illiterate
TRU,1078,19,341,DISTRICT,Haora,Rural,227167,Male,Illiterate
TRU,1079,19,341,DISTRICT,Haora,Urban,330828,Male,Illiterate
TRU,1081,19,342,DISTRICT,Kolkata,Rural,0,Male,Illiterate
TRU,1082,19,342,DISTRICT,Kolkata,Urban,429851,Male,Illiterate
TRU,1084,19,343,DISTRICT,South Twenty Four Parganas,Rural,892367,Male,Illiterate
TRU,1085,19,343,DISTRICT,South Twenty Four Parganas,Urban,238134,Male,Illiterate
TRU,1087,19,344,DISTRICT,Paschim Medinipur,Rural,674713,Male,Illiterate
TRU,1088,19,344,DISTRICT,Paschim Medinipur,Urban,66259,Male,Illiterate
TRU,1090,19,345,DISTRICT,Purba Medinipur,Rural,428880,Male,Illiterate
TRU,1091,19,345,DISTRICT,Purba Medinipur,Urban,51881,Male,Illiterate
TRU,1093,20,0,STATE,JHARKHAND,Rural,5093755,Male,Illiterate
TRU,1094,20,0,STATE,JHARKHAND,Urban,954041,Male,Illiterate
TRU,1096,20,346,DISTRICT,Garhwa,Rural,268495,Male,Illiterate
TRU,1097,20,346,DISTRICT,Garhwa,Urban,9919,Male,Illiterate
TRU,1099,20,347,DISTRICT,Chatra,Rural,221466,Male,Illiterate
TRU,1100,20,347,DISTRICT,Chatra,Urban,8567,Male,Illiterate
TRU,1102,20,348,DISTRICT,Kodarma,Rural,109084,Male,Illiterate
TRU,1103,20,348,DISTRICT,Kodarma,Urban,19358,Male,Illiterate
TRU,1105,20,349,DISTRICT,Giridih,Rural,444508,Male,Illiterate
TRU,1106,20,349,DISTRICT,Giridih,Urban,29854,Male,Illiterate
TRU,1108,20,350,DISTRICT,Deoghar,Rural,255264,Male,Illiterate
TRU,1109,20,350,DISTRICT,Deoghar,Urban,29921,Male,Illiterate
TRU,1111,20,351,DISTRICT,Godda,Rural,293197,Male,Illiterate
TRU,1112,20,351,DISTRICT,Godda,Urban,8518,Male,Illiterate
TRU,1114,20,352,DISTRICT,Sahibganj,Rural,274783,Male,Illiterate
TRU,1115,20,352,DISTRICT,Sahibganj,Urban,27305,Male,Illiterate
TRU,1117,20,353,DISTRICT,Pakur,Rural,231719,Male,Illiterate
TRU,1118,20,353,DISTRICT,Pakur,Urban,13953,Male,Illiterate
TRU,1120,20,354,DISTRICT,Dhanbad,Rural,184812,Male,Illiterate
TRU,1121,20,354,DISTRICT,Dhanbad,Urban,206194,Male,Illiterate
TRU,1123,20,355,DISTRICT,Bokaro,Rural,197591,Male,Illiterate
TRU,1124,20,355,DISTRICT,Bokaro,Urban,116128,Male,Illiterate
TRU,1126,20,356,DISTRICT,Lohardaga,Rural,76402,Male,Illiterate
TRU,1127,20,356,DISTRICT,Lohardaga,Urban,6659,Male,Illiterate
TRU,1129,20,357,DISTRICT,Purbi Singhbhum,Rural,186606,Male,Illiterate
TRU,1130,20,357,DISTRICT,Purbi Singhbhum,Urban,133770,Male,Illiterate
TRU,1132,20,358,DISTRICT,Palamu,Rural,354982,Male,Illiterate
TRU,1133,20,358,DISTRICT,Palamu,Urban,29614,Male,Illiterate
TRU,1135,20,359,DISTRICT,Latehar,Rural,152405,Male,Illiterate
TRU,1136,20,359,DISTRICT,Latehar,Urban,7555,Male,Illiterate
TRU,1138,20,360,DISTRICT,Hazaribagh,Rural,264598,Male,Illiterate
TRU,1139,20,360,DISTRICT,Hazaribagh,Urban,30170,Male,Illiterate
TRU,1141,20,361,DISTRICT,Ramgarh,Rural,92255,Male,Illiterate
TRU,1142,20,361,DISTRICT,Ramgarh,Urban,51944,Male,Illiterate
TRU,1144,20,362,DISTRICT,Dumka,Rural,251667,Male,Illiterate
TRU,1145,20,362,DISTRICT,Dumka,Urban,10572,Male,Illiterate
TRU,1147,20,363,DISTRICT,Jamtara,Rural,137758,Male,Illiterate
TRU,1148,20,363,DISTRICT,Jamtara,Urban,8812,Male,Illiterate
TRU,1150,20,364,DISTRICT,Ranchi,Rural,280176,Male,Illiterate
TRU,1151,20,364,DISTRICT,Ranchi,Urban,129517,Male,Illiterate
TRU,1153,20,365,DISTRICT,Khunti,Rural,96494,Male,Illiterate
TRU,1154,20,365,DISTRICT,Khunti,Urban,5100,Male,Illiterate
TRU,1156,20,366,DISTRICT,Gumla,Rural,185968,Male,Illiterate
TRU,1157,20,366,DISTRICT,Gumla,Urban,6627,Male,Illiterate
TRU,1159,20,367,DISTRICT,Simdega,Rural,103511,Male,Illiterate
TRU,1160,20,367,DISTRICT,Simdega,Urban,4807,Male,Illiterate
TRU,1162,20,368,DISTRICT,Pashchimi Singhbhum,Rural,285712,Male,Illiterate
TRU,1163,20,368,DISTRICT,Pashchimi Singhbhum,Urban,24400,Male,Illiterate
