,,State,District,Level,Name,TRU,Total,sex,literacy type
Name,242,6,75,DISTRICT,Panipat,Urban,163233,Female,Literate
Name,244,6,76,DISTRICT,Sonipat,Rural,265029,Female,Literate
Name,245,6,76,DISTRICT,Sonipat,Urban,143406,Female,Literate
Name,247,6,77,DISTRICT,Jind,Rural,239748,Female,Literate
Name,248,6,77,DISTRICT,Jind,Urban,90961,Female,Literate
Name,250,6,78,DISTRICT,Fatehabad,Rural,175717,Female,Literate
Name,251,6,78,DISTRICT,Fatehabad,Urban,54390,Female,Literate
Name,253,6,79,DISTRICT,Sirsa,Rural,227645,Female,Literate
Name,254,6,79,DISTRICT,Sirsa,Urban,98284,Female,Literate
Name,256,6,80,DISTRICT,Hisar,Rural,275770,Female,Literate
Name,257,6,80,DISTRICT,Hisar,Urban,168341,Female,Literate
Name,259,6,81,DISTRICT,Bhiwani,Rural,328399,Female,Literate
Name,260,6,81,DISTRICT,Bhiwani,Urban,98314,Female,Literate
Name,262,6,82,DISTRICT,Rohtak,Rural,163817,Female,Literate
Name,263,6,82,DISTRICT,Rohtak,Urban,147740,Female,Literate
Name,265,6,83,DISTRICT,Jhajjar,Rural,199622,Female,Literate
Name,266,6,83,DISTRICT,Jhajjar,Urban,76989,Female,Literate
Name,268,6,84,DISTRICT,Mahendragarh,Rural,208701,Female,Literate
Name,269,6,84,DISTRICT,Mahendragarh,Urban,41114,Female,Literate
Name,271,6,85,DISTRICT,Rewari,Rural,187894,Female,Literate
Name,272,6,85,DISTRICT,Rewari,Urban,73600,Female,Literate
Name,274,6,86,DISTRICT,Gurgaon,Rural,131799,Female,Literate
Name,275,6,86,DISTRICT,Gurgaon,Urban,340651,Female,Literate
Name,277,6,87,DISTRICT,Mewat,Rural,118663,Female,Literate
Name,278,6,87,DISTRICT,Mewat,Urban,27799,Female,Literate
Name,280,6,88,DISTRICT,Faridabad,Rural,87305,Female,Literate
Name,281,6,88,DISTRICT,Faridabad,Urban,450494,Female,Literate
Name,283,6,89,DISTRICT,Palwal,Rural,154625,Female,Literate
Name,284,6,89,DISTRICT,Palwal,Urban,65475,Female,Literate
Name,286,7,0,STATE,NCT OF DELHI,Rural,122273,Female,Literate
Name,287,7,0,STATE,NCT OF DELHI,Urban,5420638,Female,Literate
Name,289,7,90,DISTRICT,North West,Rural,60284,Female,Literate
Name,290,7,90,DISTRICT,North West,Urban,1105619,Female,Literate
Name,292,7,91,DISTRICT,North,Rural,5540,Female,Literate
Name,293,7,91,DISTRICT,North,Urban,294362,Female,Literate
Name,295,7,92,DISTRICT,North East,Rural,5950,Female,Literate
Name,296,7,92,DISTRICT,North East,Urban,693157,Female,Literate
Name,298,7,93,DISTRICT,East,Rural,1403,Female,Literate
Name,299,7,93,DISTRICT,East,Urban,603213,Female,Literate
Name,301,7,94,DISTRICT,New Delhi,Rural,0,Female,Literate
Name,302,7,94,DISTRICT,New Delhi,Urban,48501,Female,Literate
Name,304,7,95,DISTRICT,Central,Rural,0,Female,Literate
Name,305,7,95,DISTRICT,Central,Urban,201842,Female,Literate
Name,307,7,96,DISTRICT,West,Rural,1885,Female,Literate
Name,308,7,96,DISTRICT,West,Urban,865361,Female,Literate
Name,310,7,97,DISTRICT,South West,Rural,44111,Female,Literate
Name,311,7,97,DISTRICT,South West,Urban,718317,Female,Literate
Name,313,7,98,DISTRICT,South,Rural,3100,Female,Literate
Name,314,7,98,DISTRICT,South,Urban,890266,Female,Literate
Name,316,8,0,STATE,RAJASTHAN,Rural,9567197,Female,Literate
Name,317,8,0,STATE,RAJASTHAN,Urban,5019673,Female,Literate
Name,319,8,99,DISTRICT,Ganganagar,Rural,324437,Female,Literate
Name,320,8,99,DISTRICT,Ganganagar,Urban,157998,Female,Literate
Name,322,8,100,DISTRICT,Hanumangarh,Rural,312297,Female,Literate
Name,323,8,100,DISTRICT,Hanumangarh,Urban,97558,Female,Literate
Name,325,8,101,DISTRICT,Bikaner,Rural,267286,Female,Literate
Name,326,8,101,DISTRICT,Bikaner,Urban,229116,Female,Literate
Name,328,8,102,DISTRICT,Churu,Rural,305243,Female,Literate
Name,329,8,102,DISTRICT,Churu,Urban,147297,Female,Literate
Name,331,8,103,DISTRICT,Jhunjhunun,Rural,420877,Female,Literate
Name,332,8,103,DISTRICT,Jhunjhunun,Urban,133649,Female,Literate
Name,334,8,104,DISTRICT,Alwar,Rural,624268,Female,Literate
Name,335,8,104,DISTRICT,Alwar,Urban,198379,Female,Literate
Name,337,8,105,DISTRICT,Bharatpur,Rural,398360,Female,Literate
Name,338,8,105,DISTRICT,Bharatpur,Urban,138599,Female,Literate
Name,340,8,106,DISTRICT,Dhaulpur,Rural,186099,Female,Literate
Name,341,8,106,DISTRICT,Dhaulpur,Urban,61278,Female,Literate
Name,343,8,107,DISTRICT,Karauli,Rural,221611,Female,Literate
Name,344,8,107,DISTRICT,Karauli,Urban,52334,Female,Literate
Name,346,8,108,DISTRICT,Sawai Madhopur,Rural,181379,Female,Literate
Name,347,8,108,DISTRICT,Sawai Madhopur,Urban,74185,Female,Literate
Name,349,8,109,DISTRICT,Dausa,Rural,283045,Female,Literate
Name,350,8,109,DISTRICT,Dausa,Urban,58071,Female,Literate
Name,352,8,110,DISTRICT,Jaipur,Rural,665271,Female,Literate
Name,353,8,110,DISTRICT,Jaipur,Urban,1080901,Female,Literate
Name,355,8,111,DISTRICT,Sikar,Rural,486052,Female,Literate
Name,356,8,111,DISTRICT,Sikar,Urban,170790,Female,Literate
Name,358,8,112,DISTRICT,Nagaur,Rural,500184,Female,Literate
Name,359,8,112,DISTRICT,Nagaur,Urban,155690,Female,Literate
Name,361,8,113,DISTRICT,Jodhpur,Rural,392641,Female,Literate
Name,362,8,113,DISTRICT,Jodhpur,Urban,373138,Female,Literate
Name,364,8,114,DISTRICT,Jaisalmer,Rural,75936,Female,Literate
Name,365,8,114,DISTRICT,Jaisalmer,Urban,22302,Female,Literate
Name,367,8,115,DISTRICT,Barmer,Rural,355790,Female,Literate
Name,368,8,115,DISTRICT,Barmer,Urban,49071,Female,Literate
Name,370,8,116,DISTRICT,Jalor,Rural,250268,Female,Literate
Name,371,8,116,DISTRICT,Jalor,Urban,35391,Female,Literate
Name,373,8,117,DISTRICT,Sirohi,Rural,108896,Female,Literate
Name,374,8,117,DISTRICT,Sirohi,Urban,58010,Female,Literate
Name,376,8,118,DISTRICT,Pali,Rural,294891,Female,Literate
Name,377,8,118,DISTRICT,Pali,Urban,123421,Female,Literate
Name,379,8,119,DISTRICT,Ajmer,Rural,263252,Female,Literate
Name,380,8,119,DISTRICT,Ajmer,Urban,337153,Female,Literate
Name,382,8,120,DISTRICT,Tonk,Rural,182171,Female,Literate
Name,383,8,120,DISTRICT,Tonk,Urban,89159,Female,Literate
Name,385,8,121,DISTRICT,Bundi,Rural,149946,Female,Literate
Name,386,8,121,DISTRICT,Bundi,Urban,63393,Female,Literate
Name,388,8,122,DISTRICT,Bhilwara,Rural,324042,Female,Literate
Name,389,8,122,DISTRICT,Bhilwara,Urban,154502,Female,Literate
Name,391,8,123,DISTRICT,Rajsamand,Rural,178967,Female,Literate
Name,392,8,123,DISTRICT,Rajsamand,Urban,56838,Female,Literate
Name,394,8,124,DISTRICT,Dungarpur,Rural,236280,Female,Literate
Name,395,8,124,DISTRICT,Dungarpur,Urban,29491,Female,Literate
Name,397,8,125,DISTRICT,Banswara,Rural,271605,Female,Literate
Name,398,8,125,DISTRICT,Banswara,Urban,43884,Female,Literate
Name,400,8,126,DISTRICT,Chittaurgarh,Rural,216467,Female,Literate
Name,401,8,126,DISTRICT,Chittaurgarh,Urban,90507,Female,Literate
Name,403,8,127,DISTRICT,Kota,Rural,173302,Female,Literate
Name,404,8,127,DISTRICT,Kota,Urban,359647,Female,Literate
Name,406,8,128,DISTRICT,Baran,Rural,188832,Female,Literate
Name,407,8,128,DISTRICT,Baran,Urban,71868,Female,Literate
Name,409,8,129,DISTRICT,Jhalawar,Rural,203624,Female,Literate
Name,410,8,129,DISTRICT,Jhalawar,Urban,69353,Female,Literate
Name,412,8,130,DISTRICT,Udaipur,Rural,396467,Female,Literate
Name,413,8,130,DISTRICT,Udaipur,Urban,212718,Female,Literate
Name,415,8,131,DISTRICT,Pratapgarh,Rural,127411,Female,Literate
Name,416,8,131,DISTRICT,Pratapgarh,Urban,23982,Female,Literate
Name,418,9,0,STATE,UTTAR PRADESH,Rural,33490992,Female,Literate
Name,419,9,0,STATE,UTTAR PRADESH,Urban,12671599,Female,Literate
Name,421,9,132,DISTRICT,Saharanpur,Rural,556986,Female,Literate
Name,422,9,132,DISTRICT,Saharanpur,Urban,300008,Female,Literate
Name,424,9,133,DISTRICT,Muzaffarnagar,Rural,662849,Female,Literate
Name,425,9,133,DISTRICT,Muzaffarnagar,Urban,305962,Female,Literate
Name,427,9,134,DISTRICT,Bijnor,Rural,653238,Female,Literate
Name,428,9,134,DISTRICT,Bijnor,Urban,240684,Female,Literate
Name,430,9,135,DISTRICT,Moradabad,Rural,527148,Female,Literate
Name,431,9,135,DISTRICT,Moradabad,Urban,379265,Female,Literate
Name,433,9,136,DISTRICT,Rampur,Rural,288373,Female,Literate
Name,434,9,136,DISTRICT,Rampur,Urban,124885,Female,Literate
Name,436,9,137,DISTRICT,Jyotiba Phule Nagar,Rural,272924,Female,Literate
Name,437,9,137,DISTRICT,Jyotiba Phule Nagar,Urban,109645,Female,Literate
Name,439,9,138,DISTRICT,Meerut,Rural,395908,Female,Literate
Name,440,9,138,DISTRICT,Meerut,Urban,491060,Female,Literate
Name,442,9,139,DISTRICT,Baghpat,Rural,237776,Female,Literate
Name,443,9,139,DISTRICT,Baghpat,Urban,70336,Female,Literate
Name,445,9,140,DISTRICT,Ghaziabad,Rural,363955,Female,Literate
Name,446,9,140,DISTRICT,Ghaziabad,Urban,947912,Female,Literate
Name,448,9,141,DISTRICT,Gautam Buddha Nagar,Rural,163268,Female,Literate
Name,449,9,141,DISTRICT,Gautam Buddha Nagar,Urban,293614,Female,Literate
Name,451,9,142,DISTRICT,Bulandshahr,Rural,563869,Female,Literate
Name,452,9,142,DISTRICT,Bulandshahr,Urban,214473,Female,Literate
Name,454,9,143,DISTRICT,Aligarh,Rural,506679,Female,Literate
Name,455,9,143,DISTRICT,Aligarh,Urban,302508,Female,Literate
Name,457,9,144,DISTRICT,Mahamaya Nagar,Rural,276847,Female,Literate
Name,458,9,144,DISTRICT,Mahamaya Nagar,Urban,86568,Female,Literate
Name,460,9,145,DISTRICT,Mathura,Rural,363184,Female,Literate
Name,461,9,145,DISTRICT,Mathura,Urban,201216,Female,Literate
Name,463,9,146,DISTRICT,Agra,Rural,518868,Female,Literate
Name,464,9,146,DISTRICT,Agra,Urban,547048,Female,Literate
Name,466,9,147,DISTRICT,Firozabad,Rural,393162,Female,Literate
Name,467,9,147,DISTRICT,Firozabad,Urban,216330,Female,Literate
Name,469,9,148,DISTRICT,Mainpuri,Rural,403411,Female,Literate
Name,470,9,148,DISTRICT,Mainpuri,Urban,88364,Female,Literate
Name,472,9,149,DISTRICT,Budaun,Rural,424612,Female,Literate
Name,473,9,149,DISTRICT,Budaun,Urban,136364,Female,Literate
Name,475,9,150,DISTRICT,Bareilly,Rural,485838,Female,Literate
Name,476,9,150,DISTRICT,Bareilly,Urban,363224,Female,Literate
Name,478,9,151,DISTRICT,Pilibhit,Rural,322762,Female,Literate
Name,479,9,151,DISTRICT,Pilibhit,Urban,84043,Female,Literate
Name,481,9,152,DISTRICT,Shahjahanpur,Rural,431459,Female,Literate
Name,482,9,152,DISTRICT,Shahjahanpur,Urban,144329,Female,Literate
Name,484,9,153,DISTRICT,Kheri,Rural,670782,Female,Literate
Name,485,9,153,DISTRICT,Kheri,Urban,126105,Female,Literate
Name,487,9,154,DISTRICT,Sitapur,Rural,738192,Female,Literate
Name,488,9,154,DISTRICT,Sitapur,Urban,147839,Female,Literate
Name,490,9,155,DISTRICT,Hardoi,Rural,701308,Female,Literate
Name,491,9,155,DISTRICT,Hardoi,Urban,145706,Female,Literate
Name,493,9,156,DISTRICT,Unnao,Rural,564965,Female,Literate
Name,494,9,156,DISTRICT,Unnao,Urban,155556,Female,Literate
Name,496,9,157,DISTRICT,Lucknow,Rural,367201,Female,Literate
Name,497,9,157,DISTRICT,Lucknow,Urban,1017619,Female,Literate
Name,499,9,158,DISTRICT,Rae Bareli,Rural,703637,Female,Literate
Name,500,9,158,DISTRICT,Rae Bareli,Urban,96241,Female,Literate
Name,502,9,159,DISTRICT,Farrukhabad,Rural,322623,Female,Literate
Name,503,9,159,DISTRICT,Farrukhabad,Urban,115227,Female,Literate
Name,505,9,160,DISTRICT,Kannauj,Rural,339578,Female,Literate
Name,506,9,160,DISTRICT,Kannauj,Urban,73913,Female,Literate
Name,508,9,161,DISTRICT,Etawah,Rural,320825,Female,Literate
Name,509,9,161,DISTRICT,Etawah,Urban,117595,Female,Literate
Name,511,9,162,DISTRICT,Auraiya,Rural,306486,Female,Literate
Name,512,9,162,DISTRICT,Auraiya,Urban,78152,Female,Literate
Name,514,9,163,DISTRICT,Kanpur Dehat,Rural,424235,Female,Literate
Name,515,9,163,DISTRICT,Kanpur Dehat,Urban,53044,Female,Literate
Name,517,9,164,DISTRICT,Kanpur Nagar,Rural,415785,Female,Literate
Name,518,9,164,DISTRICT,Kanpur Nagar,Urban,998058,Female,Literate
Name,520,9,165,DISTRICT,Jalaun,Rural,300891,Female,Literate
Name,521,9,165,DISTRICT,Jalaun,Urban,120875,Female,Literate
Name,523,9,166,DISTRICT,Jhansi,Rural,263792,Female,Literate
Name,524,9,166,DISTRICT,Jhansi,Urban,257016,Female,Literate
Name,526,9,167,DISTRICT,Lalitpur,Rural,190036,Female,Literate
Name,527,9,167,DISTRICT,Lalitpur,Urban,53569,Female,Literate
Name,529,9,168,DISTRICT,Hamirpur,Rural,187173,Female,Literate
Name,530,9,168,DISTRICT,Hamirpur,Urban,58001,Female,Literate
Name,532,9,169,DISTRICT,Mahoba,Rural,137132,Female,Literate
Name,533,9,169,DISTRICT,Mahoba,Urban,48691,Female,Literate
Name,535,9,170,DISTRICT,Banda,Rural,291972,Female,Literate
Name,536,9,170,DISTRICT,Banda,Urban,80339,Female,Literate
Name,538,9,171,DISTRICT,Chitrakoot,Rural,174190,Female,Literate
Name,539,9,171,DISTRICT,Chitrakoot,Urban,26543,Female,Literate
Name,541,9,172,DISTRICT,Fatehpur,Rural,508266,Female,Literate
Name,542,9,172,DISTRICT,Fatehpur,Urban,92897,Female,Literate
Name,544,9,173,DISTRICT,Pratapgarh,Rural,756278,Female,Literate
Name,545,9,173,DISTRICT,Pratapgarh,Urban,53900,Female,Literate
Name,547,9,174,DISTRICT,Kaushambi,Rural,274862,Female,Literate
Name,548,9,174,DISTRICT,Kaushambi,Urban,31283,Female,Literate
Name,550,9,175,DISTRICT,Allahabad,Rural,997836,Female,Literate
Name,551,9,175,DISTRICT,Allahabad,Urban,468551,Female,Literate
Name,553,9,176,DISTRICT,Bara Banki,Rural,594323,Female,Literate
Name,554,9,176,DISTRICT,Bara Banki,Urban,87617,Female,Literate
Name,556,9,177,DISTRICT,Faizabad,Rural,506257,Female,Literate
Name,557,9,177,DISTRICT,Faizabad,Urban,106305,Female,Literate
Name,559,9,178,DISTRICT,Ambedkar Nagar,Rural,556603,Female,Literate
Name,560,9,178,DISTRICT,Ambedkar Nagar,Urban,83660,Female,Literate
Name,562,9,179,DISTRICT,Sultanpur,Rural,874479,Female,Literate
Name,563,9,179,DISTRICT,Sultanpur,Urban,65175,Female,Literate
Name,565,9,180,DISTRICT,Bahraich,Rural,444307,Female,Literate
Name,566,9,180,DISTRICT,Bahraich,Urban,75776,Female,Literate
Name,568,9,181,DISTRICT,Shrawasti,Rural,137542,Female,Literate
Name,569,9,181,DISTRICT,Shrawasti,Urban,9071,Female,Literate
Name,571,9,182,DISTRICT,Balrampur,Rural,281797,Female,Literate
Name,572,9,182,DISTRICT,Balrampur,Urban,41617,Female,Literate
Name,574,9,183,DISTRICT,Gonda,Rural,578918,Female,Literate
Name,575,9,183,DISTRICT,Gonda,Urban,66895,Female,Literate
Name,577,9,184,DISTRICT,Siddharthnagar,Rural,446071,Female,Literate
Name,578,9,184,DISTRICT,Siddharthnagar,Urban,42137,Female,Literate
Name,580,9,185,DISTRICT,Basti,Rural,529840,Female,Literate
Name,581,9,185,DISTRICT,Basti,Urban,44224,Female,Literate
Name,583,9,186,DISTRICT,Sant Kabir Nagar,Rural,352931,Female,Literate
Name,584,9,186,DISTRICT,Sant Kabir Nagar,Urban,34920,Female,Literate
Name,586,9,187,DISTRICT,Mahrajganj,Rural,497692,Female,Literate
Name,587,9,187,DISTRICT,Mahrajganj,Urban,39778,Female,Literate
Name,589,9,188,DISTRICT,Gorakhpur,Rural,835718,Female,Literate
Name,590,9,188,DISTRICT,Gorakhpur,Urban,270720,Female,Literate
Name,592,9,189,DISTRICT,Kushinagar,Rural,723906,Female,Literate
Name,593,9,189,DISTRICT,Kushinagar,Urban,47192,Female,Literate
Name,595,9,190,DISTRICT,Deoria,Rural,699138,Female,Literate
Name,596,9,190,DISTRICT,Deoria,Urban,96813,Female,Literate
Name,598,9,191,DISTRICT,Azamgarh,Rural,1094686,Female,Literate
Name,599,9,191,DISTRICT,Azamgarh,Urban,117817,Female,Literate
Name,601,9,192,DISTRICT,Mau,Rural,442146,Female,Literate
Name,602,9,192,DISTRICT,Mau,Urban,147816,Female,Literate
Name,604,9,193,DISTRICT,Ballia,Rural,713604,Female,Literate
Name,605,9,193,DISTRICT,Ballia,Urban,89026,Female,Literate
Name,607,9,194,DISTRICT,Jaunpur,Rural,1058846,Female,Literate
Name,608,9,194,DISTRICT,Jaunpur,Urban,107437,Female,Literate
Name,610,9,195,DISTRICT,Ghazipur,Rural,821270,Female,Literate
Name,611,9,195,DISTRICT,Ghazipur,Urban,82726,Female,Literate
Name,613,9,196,DISTRICT,Chandauli,Rural,405457,Female,Literate
Name,614,9,196,DISTRICT,Chandauli,Urban,69695,Female,Literate
Name,616,9,197,DISTRICT,Varanasi,Rural,531776,Female,Literate
Name,617,9,197,DISTRICT,Varanasi,Urban,483011,Female,Literate
Name,619,9,198,DISTRICT,Sant Ravidas Nagar (Bhadohi),Rural,303918,Female,Literate
Name,620,9,198,DISTRICT,Sant Ravidas Nagar (Bhadohi),Urban,59446,Female,Literate
Name,622,9,199,DISTRICT,Mirzapur,Rural,467731,Female,Literate
Name,623,9,199,DISTRICT,Mirzapur,Urban,95115,Female,Literate
Name,625,9,200,DISTRICT,Sonbhadra,Rural,284779,Female,Literate
Name,626,9,200,DISTRICT,Sonbhadra,Urban,98941,Female,Literate
Name,628,9,201,DISTRICT,Etah,Rural,331130,Female,Literate
Name,629,9,201,DISTRICT,Etah,Urban,77030,Female,Literate
Name,631,9,202,DISTRICT,Kanshiram Nagar,Rural,204966,Female,Literate
Name,632,9,202,DISTRICT,Kanshiram Nagar,Urban,67081,Female,Literate
Name,634,10,0,STATE,BIHAR,Rural,17570322,Female,Literate
Name,635,10,0,STATE,BIHAR,Urban,3326208,Female,Literate
Name,637,10,203,DISTRICT,Pashchim Champaran,Rural,569011,Female,Literate
Name,638,10,203,DISTRICT,Pashchim Champaran,Urban,99244,Female,Literate
Name,640,10,204,DISTRICT,Purba Champaran,Rural,768880,Female,Literate
Name,641,10,204,DISTRICT,Purba Champaran,Urban,100474,Female,Literate
Name,643,10,205,DISTRICT,Sheohar,Rural,106462,Female,Literate
Name,644,10,205,DISTRICT,Sheohar,Urban,5591,Female,Literate
Name,646,10,206,DISTRICT,Sitamarhi,Rural,502777,Female,Literate
Name,647,10,206,DISTRICT,Sitamarhi,Urban,48829,Female,Literate
Name,649,10,207,DISTRICT,Madhubani,Rural,775270,Female,Literate
Name,650,10,207,DISTRICT,Madhubani,Urban,39983,Female,Literate
Name,652,10,208,DISTRICT,Supaul,Rural,359356,Female,Literate
Name,653,10,208,DISTRICT,Supaul,Urban,26255,Female,Literate
Name,655,10,209,DISTRICT,Araria,Rural,424835,Female,Literate
Name,656,10,209,DISTRICT,Araria,Urban,43290,Female,Literate
Name,658,10,210,DISTRICT,Kishanganj,Rural,263156,Female,Literate
Name,659,10,210,DISTRICT,Kishanganj,Urban,41979,Female,Literate
Name,661,10,211,DISTRICT,Purnia,Rural,435112,Female,Literate
Name,662,10,211,DISTRICT,Purnia,Urban,91953,Female,Literate
Name,664,10,212,DISTRICT,Katihar,Rural,439673,Female,Literate
Name,665,10,212,DISTRICT,Katihar,Urban,78261,Female,Literate
Name,667,10,213,DISTRICT,Madhepura,Rural,293874,Female,Literate
Name,668,10,213,DISTRICT,Madhepura,Urban,23037,Female,Literate
Name,670,10,214,DISTRICT,Saharsa,Rural,256983,Female,Literate
Name,671,10,214,DISTRICT,Saharsa,Urban,41639,Female,Literate
Name,673,10,215,DISTRICT,Darbhanga,Rural,585551,Female,Literate
Name,674,10,215,DISTRICT,Darbhanga,Urban,105517,Female,Literate
Name,676,10,216,DISTRICT,Muzaffarpur,Rural,876417,Female,Literate
Name,677,10,216,DISTRICT,Muzaffarpur,Urban,145698,Female,Literate
Name,679,10,217,DISTRICT,Gopalganj,Rural,543785,Female,Literate
Name,680,10,217,DISTRICT,Gopalganj,Urban,45308,Female,Literate
Name,682,10,218,DISTRICT,Siwan,Rural,760550,Female,Literate
Name,683,10,218,DISTRICT,Siwan,Urban,53719,Female,Literate
Name,685,10,219,DISTRICT,Saran,Rural,775649,Female,Literate
Name,686,10,219,DISTRICT,Saran,Urban,96038,Female,Literate
Name,688,10,220,DISTRICT,Vaishali,Rural,711484,Female,Literate
Name,689,10,220,DISTRICT,Vaishali,Urban,62680,Female,Literate
Name,691,10,221,DISTRICT,Samastipur,Rural,804327,Female,Literate
Name,692,10,221,DISTRICT,Samastipur,Urban,44978,Female,Literate
Name,694,10,222,DISTRICT,Begusarai,Rural,484112,Female,Literate
Name,695,10,222,DISTRICT,Begusarai,Urban,146054,Female,Literate
Name,697,10,223,DISTRICT,Khagaria,Rural,282744,Female,Literate
Name,698,10,223,DISTRICT,Khagaria,Urban,24131,Female,Literate
Name,700,10,224,DISTRICT,Bhagalpur,Rural,466916,Female,Literate
Name,701,10,224,DISTRICT,Bhagalpur,Urban,168481,Female,Literate
Name,703,10,225,DISTRICT,Banka,Rural,355989,Female,Literate
Name,704,10,225,DISTRICT,Banka,Urban,18371,Female,Literate
Name,706,10,226,DISTRICT,Munger,Rural,212780,Female,Literate
Name,707,10,226,DISTRICT,Munger,Urban,115296,Female,Literate
Name,709,10,227,DISTRICT,Lakhisarai,Rural,166477,Female,Literate
Name,710,10,227,DISTRICT,Lakhisarai,Urban,35611,Female,Literate
Name,712,10,228,DISTRICT,Sheikhpura,Rural,105371,Female,Literate
Name,713,10,228,DISTRICT,Sheikhpura,Urban,26874,Female,Literate
Name,715,10,229,DISTRICT,Nalanda,Rural,475668,Female,Literate
Name,716,10,229,DISTRICT,Nalanda,Urban,124707,Female,Literate
Name,718,10,230,DISTRICT,Patna,Rural,654899,Female,Literate
Name,719,10,230,DISTRICT,Patna,Urban,776733,Female,Literate
Name,721,10,231,DISTRICT,Bhojpur,Rural,514344,Female,Literate
Name,722,10,231,DISTRICT,Bhojpur,Urban,111321,Female,Literate
Name,724,10,232,DISTRICT,Buxar,Rural,348097,Female,Literate
Name,725,10,232,DISTRICT,Buxar,Urban,48166,Female,Literate
Name,727,10,233,DISTRICT,Kaimur (Bhabua),Rural,350320,Female,Literate
Name,728,10,233,DISTRICT,Kaimur (Bhabua),Urban,20033,Female,Literate
Name,730,10,234,DISTRICT,Rohtas,Rural,615088,Female,Literate
Name,731,10,234,DISTRICT,Rohtas,Urban,122961,Female,Literate
Name,733,10,235,DISTRICT,Aurangabad,Rural,528466,Female,Literate
Name,734,10,235,DISTRICT,Aurangabad,Urban,68803,Female,Literate
Name,736,10,236,DISTRICT,Gaya,Rural,752491,Female,Literate
Name,737,10,236,DISTRICT,Gaya,Urban,176319,Female,Literate
Name,739,10,237,DISTRICT,Nawada,Rural,372012,Female,Literate
Name,740,10,237,DISTRICT,Nawada,Urban,59526,Female,Literate
Name,742,10,238,DISTRICT,Jamui,Rural,286127,Female,Literate
Name,743,10,238,DISTRICT,Jamui,Urban,38076,Female,Literate
Name,745,10,239,DISTRICT,Jehanabad,Rural,207301,Female,Literate
Name,746,10,239,DISTRICT,Jehanabad,Urban,37168,Female,Literate
Name,748,10,240,DISTRICT,Arwal,Rural,137968,Female,Literate
Name,749,10,240,DISTRICT,Arwal,Urban,13104,Female,Literate
Name,751,11,0,STATE,SIKKIM,Rural,137685,Female,Literate
Name,752,11,0,STATE,SIKKIM,Urban,55998,Female,Literate
Name,754,11,241,DISTRICT,North  District,Rural,10354,Female,Literate
Name,755,11,241,DISTRICT,North  District,Urban,1517,Female,Literate
Name,757,11,242,DISTRICT,West District,Rural,39514,Female,Literate
Name,758,11,242,DISTRICT,West District,Urban,1930,Female,Literate
Name,760,11,243,DISTRICT,South District,Rural,39427,Female,Literate
Name,761,11,243,DISTRICT,South District,Urban,7957,Female,Literate
Name,763,11,244,DISTRICT,East District,Rural,48390,Female,Literate
Name,764,11,244,DISTRICT,East District,Urban,44594,Female,Literate
Name,766,12,0,STATE,ARUNACHAL PRADESH,Rural,226512,Female,Literate
Name,767,12,0,STATE,ARUNACHAL PRADESH,Urban,99625,Female,Literate
Name,769,12,245,DISTRICT,Tawang,Rural,6484,Female,Literate
Name,770,12,245,DISTRICT,Tawang,Urban,1869,Female,Literate
Name,772,12,246,DISTRICT,West Kameng,Rural,14110,Female,Literate
Name,773,12,246,DISTRICT,West Kameng,Urban,4816,Female,Literate
Name,775,12,247,DISTRICT,East Kameng,Rural,11811,Female,Literate
Name,776,12,247,DISTRICT,East Kameng,Urban,5039,Female,Literate
Name,778,12,248,DISTRICT,Papum Pare,Rural,22328,Female,Literate
Name,779,12,248,DISTRICT,Papum Pare,Urban,32926,Female,Literate
Name,781,12,249,DISTRICT,Upper Subansiri,Rural,16444,Female,Literate
Name,782,12,249,DISTRICT,Upper Subansiri,Urban,4027,Female,Literate
Name,784,12,250,DISTRICT,West Siang,Rural,19941,Female,Literate
Name,785,12,250,DISTRICT,West Siang,Urban,8028,Female,Literate
Name,787,12,251,DISTRICT,East Siang,Rural,19370,Female,Literate
Name,788,12,251,DISTRICT,East Siang,Urban,8996,Female,Literate
Name,790,12,252,DISTRICT,Upper Siang,Rural,5438,Female,Literate
Name,791,12,252,DISTRICT,Upper Siang,Urban,2034,Female,Literate
Name,793,12,253,DISTRICT,Changlang,Rural,23324,Female,Literate
Name,794,12,253,DISTRICT,Changlang,Urban,5823,Female,Literate
Name,796,12,254,DISTRICT,Tirap,Rural,12671,Female,Literate
Name,797,12,254,DISTRICT,Tirap,Urban,5990,Female,Literate
Name,799,12,255,DISTRICT,Lower Subansiri,Rural,19952,Female,Literate
Name,800,12,255,DISTRICT,Lower Subansiri,Urban,4635,Female,Literate
Name,802,12,256,DISTRICT,Kurung Kumey,Rural,15813,Female,Literate
Name,803,12,256,DISTRICT,Kurung Kumey,Urban,535,Female,Literate
Name,805,12,257,DISTRICT,Dibang Valley,Rural,1105,Female,Literate
Name,806,12,257,DISTRICT,Dibang Valley,Urban,717,Female,Literate
Name,808,12,258,DISTRICT,Lower Dibang Valley,Rural,9726,Female,Literate
Name,809,12,258,DISTRICT,Lower Dibang Valley,Urban,4036,Female,Literate
Name,811,12,259,DISTRICT,Lohit,Rural,24800,Female,Literate
Name,812,12,259,DISTRICT,Lohit,Urban,9882,Female,Literate
Name,814,12,260,DISTRICT,Anjaw,Rural,3195,Female,Literate
Name,815,12,260,DISTRICT,Anjaw,Urban,272,Female,Literate
